,categories,seedwords,words
10,cheerfulness,['cheerfulness'],"['unconditional_love', 'coldness', 'lucidity', 'hopefulness', 'conviviality', 'acuity', 'ebullience', 'abrasiveness', 'courtliness', 'quiet_dignity', 'playfulness', 'tenderness', 'diffidence', 'wistfulness', 'amiability', 'quick_wit', 'youthfulness', 'politeness', 'selfimportance', 'attentiveness', 'brio', 'dry_wit', 'languor', 'dullness', 'irreverence', 'exuding', 'comradeship', 'goofiness', 'stoicism', 'impulsiveness', 'considerable_charm', 'calmness', 'inner_strength', 'boundless_energy', 'congeniality', 'sharp_wit', 'forthrightness', 'joie_de_vivre', 'vivacity', 'earnestness', 'worldliness', 'fearlessness', 'graciousness', 'selfdeprecation', 'great_dignity', 'keen_intelligence', 'equal_measure', 'feistiness', 'fastidiousness', 'cheerfulness', 'wry_humor', 'plainness', 'gentleness', 'good_humor', 'thoughtfulness', 'good_nature', 'utter_lack', 'naturalness', 'casualness', 'gaiety', 'good_cheer']"
11,aggression,['aggression'],"['cowardice', 'jihad', 'humanity', 'thuggery', 'dictators', 'terrorism', 'escalation', 'might', 'bigotry', 'military_force', 'military_might', 'new_war', 'holy_war', 'provocations', 'aggressions', 'overwhelming_force', 'islamic_fundamentalism', 'intolerance', 'appeasement', 'barbarity', 'such_acts', 'world_opinion', 'aggressors', 'unilateralism', 'american_power', 'provocation', 'armed_conflict', 'tyranny', 'deterrence', 'warfare', 'ethnic_cleansing', 'own_citizens', 'nationalism', 'dictatorships', 'bloodshed', 'menace', 'tyrants', 'injustices', 'iraqi_people', 'violence', 'more_violence', 'passivity', 'extremism', 'repression', 'chauvinism', 'military_power', 'physical_violence', 'collateral_damage', 'fanaticism', 'evil', 'hatred', 'just_cause', 'terror', 'mass_murder', 'common_enemy', 'revulsion', 'xenophobia', 'air_power', 'brutality', 'world_community', 'muslim_world', 'aggression', 'impunity', 'iraqi_regime', 'ethnic_hatred', 'just_war', 'lawlessness', 'bloodletting', 'suppression', 'injustice', 'superiority', 'totalitarianism', 'imperialism', 'anarchy', 'viciousness', 'civilian_population', 'subjugation', 'superpower', 'innocent_civilians', 'cruelty', 'selfcontrol', 'oppression', 'collective_security', 'civilized_world', 'savagery', 'recklessness', 'international_community', 'fundamentalism', 'international_terrorism', 'collective_action', 'belligerence', 'infidels', 'militarism', 'selfishness', 'human_suffering', 'subversion', 'hatreds', 'western_democracies', 'destabilization', 'serbian_aggression', 'bullying', 'annihilation', 'enemy', 'vigilance', 'barbarism', 'humiliation', 'victimization', 'aggressor', 'ruthlessness', 'regimes', 'arab_nation', 'oppressors', 'hate', 'civilian_populations', 'militancy', 'western_powers', 'regime', 'arms_race']"
12,occupation,['occupation'],"['jewish_state', 'jihad', 'invasion', 'zionism', 'israeli_occupation', 'saddam_husseins', 'holy_war', 'rebellion', 'foreign_forces', 'arabs', 'occupied_territory', 'occupiers', 'nazi_regime', 'armed_conflict', 'military_occupation', 'tyranny', 'iraqi_occupation', 'american_involvement', 'ethnic_cleansing', 'uprising', 'bloodshed', 'iraqi_kurds', 'civil_war', 'palestinian_terrorism', 'kurds', 'golan', 'many_palestinians', 'palestinian_uprising', 'the_khmer_rouge', 'palestinian_people', 'iraqi_people', 'independent_state', 'armed_force', 'repression', 'long_war', 'israeli_government', 'american_presence', 'indochina', 'shiites', 'occupation_forces', 'american_intervention', 'army', 'terror', 'arab_country', 'mass_murder', 'american_invasion', 'occupation', 'surrender', 'kurdistan', 'neutrality', 'iraqi_regime', 'hostilities', 'iraniraq_war', 'guerrilla_war', 'arab_states', 'pol_pot', 'palestinians', 'civilian_population', 'intifada', 'wartime', 'soviet_army', 'oppression', 'own_government', 'military_service', 'annexation', 'liberation', 'soviet_troops', 'occupied_territories', 'many_iraqis', 'palestine', 'guerrilla_warfare', 'armed_struggle', 'lebanon', 'palestinian_territories', 'dictatorship', 'palestinian_cause', 'mr_husseins_rule', 'territories', 'arab_lands', 'insurrection', 'persecution', 'western_democracies', 'gulf_war', 'zionists', 'israel', 'american_occupation', 'war', 'mr_husseins_government', 'insurgency', 'israeli_army', 'chechens', 'sovereignty', 'militancy', 'soviet_forces', 'iraqi_shiites', 'bosnian_war', 'regime', 'iraq']"
13,envy,['envy'],"['distrust', 'resentment', 'contentment', 'disillusionment', 'derision', 'apathy', 'indifference', 'longing', 'inferiority', 'bravado', 'exhilaration', 'bafflement', 'affection', 'insularity', 'resentments', 'disaffection', 'pride', 'arrogance', 'friendliness', 'jealousy', 'angst', 'civic_pride', 'adoration', 'bewilderment', 'insecurity', 'envy', 'naivete', 'wonderment', 'disdain', 'awe', 'alienation', 'adulation', 'dread', 'fascination', 'scorn', 'revulsion', 'affluence', 'defensiveness', 'ennui', 'disenchantment', 'admiration', 'wariness', 'loathing', 'selfloathing', 'impatience', 'cynicism']"
14,anticipation,['anticipation'],"['anticipation', 'frenzy', 'anticipating', 'jitters', 'expectation']"
15,family,['family'],"['only_child', 'cousin', 'grown_children', 'extended_family', 'uncles', 'sisters', 'new_wife', 'inheritance', 'relative', 'own_home', 'inlaws', 'parents', 'friends', 'wife', 'immediate_family', 'other_relatives', 'grandmother', 'adult_children', 'family_members', 'childhood', 'young_sons', 'child', 'own_parents', 'siblings', 'mother', 'family_home', 'cousins', 'life', 'aunt', 'niece', 'housekeeper', 'neighbors', 'family', 'relatives', 'sister', 'comfortable_life', 'own_family', 'large_family', 'neighbor', 'whole_family', 'father', 'widow', 'children', 'brother', 'other_families', 'aunts', 'former_wife', 'her', 'husband', 'own_children', 'home', 'uncle', 'motherinlaw', 'house', 'grandparents', 'orphanage', 'young_daughters', 'household', 'families', 'young_daughter', 'nanny', 'young_son', 'friend', 'younger_sister', 'widowed_mother', 'other_family_members']"
16,vacation,['vacation'],"['vacation', 'vacations', 'a_weekend', 'long_weekend', 'honeymoon', 'vacationing', 'long_weekends', 'twoweek_vacation', 'summer_vacation', 'trip', 'summer_vacations', 'trips', 'vacation_time', 'business_trips', 'business_trip', 'family_vacation', 'vacation_home']"
17,crime,['crime'],"['high_crime', 'such_crimes', 'assaults', 'street_gangs', 'criminaljustice_system', 'car_theft', 'serious_crimes', 'child_abuse', 'related_crimes', 'murder', 'rapists', 'terrorism', 'violent_acts', 'crime_wave', 'criminal_activities', 'bigotry', 'political_corruption', 'minor_crimes', 'offenders', 'police_corruption', 'perpetrators', 'police_work', 'criminal_justice_system', 'corruption', 'homicide', 'petty_crimes', 'homelessness', 'abuse', 'drug_sales', 'more_serious_crimes', 'drunken_driving', 'rape', 'drug_crimes', 'police_brutality', 'young_black_men', 'law_enforcement', 'racial_bias', 'violent_criminals', 'drugs', 'rapist', 'violence', 'drug_dealing', 'drug_arrests', 'auto_theft', 'mental_illness', 'street_crime', 'criminal_behavior', 'drug_trade', 'drug_addiction', 'sex_crimes', 'prostitution', 'offenses', 'robberies', 'criminal', 'graft', 'heinous_crime', 'domestic_violence', 'brutality', 'violent_behavior', 'profiling', 'drug_dealers', 'vigilantism', 'social_ills', 'other_crimes', 'lawlessness', 'criminals', 'violent_crimes', 'criminal_acts', 'illegal_immigration', 'recidivism', 'prosecutions', 'gun_violence', 'crime_rate', 'drug_problem', 'other_crime', 'racial_prejudice', 'lawenforcement_officials', 'death_penalty', 'more_crime', 'incarceration', 'organized_crime', 'muggings', 'gangs', 'drug_use', 'perpetrator', 'violent_crime', 'serious_crime', 'juvenile_crime', 'drug_trafficking', 'drug_gangs', 'hate_crimes', 'hate_crime', 'minor_offenses', 'justice_system', 'criminal_activity', 'gang_activity', 'gang_violence', 'criminality', 'murders', 'narcotics', 'drug_users', 'illegal_drugs', 'drug_abuse', 'burglary', 'crime_problem', 'truancy', 'innocent_people', 'drunk_driving', 'racial_profiling', 'offender', 'crimes', 'sexual_assault', 'crime']"
18,attractive,['attractive'],"['marketable', 'hospitable', 'palatable', 'risky', 'flexible', 'sophisticated', 'challenging', 'enticing', 'economical', 'salable', 'expensive', 'demanding', 'riskier', 'unappealing', 'advantageous', 'livable', 'attractive', 'convenient', 'developed', 'accommodating', 'unattractive', 'valuable', 'adaptable', 'appealing', 'alluring', 'competitive', 'desirable', 'friendlier', 'affordable', 'lucrative', 'problematic', 'troublesome']"
19,masculine,['masculine'],"['materialistic', 'earthy', 'decadent', 'voluptuous', 'stolid', 'goofy', 'worldly', 'childlike', 'sensual', 'recognizably', 'overbearing', 'saccharine', 'tasteful', 'sensuous', 'puritanical', 'idealized', 'dour', 'macho', 'masculine', 'submissive', 'wholesome', 'conformist', 'cerebral', 'uninhibited', 'stuffy', 'regal', 'stereotypically', 'androgynous', 'dowdy', 'garish', 'bourgeois', 'pompous', 'humorless', 'manly', 'erotic', 'sexy', 'trashy', 'flirtatious', 'feminine', 'egalitarian', 'genteel', 'kinky', 'effete', 'fastidious', 'virile', 'anarchic', 'ostentatious', 'haughty', 'utilitarian', 'stylized', 'distinctively', 'mischievous', 'prim', 'demure', 'reductive', 'chaste', 'cartoonish', 'unapologetically', 'hedonistic', 'flamboyantly', 'seductive', 'whimsical', 'unthreatening', 'narcissistic', 'understated', 'exalted']"
20,prison,['prison'],"['inmate', 'drug_charges', 'halfway_house', 'imprisonment', 'labor_camps', 'imprisoned', 'incarcerated', 'mental_institution', 'prison_term', 'attica', 'good_behavior', 'maximum_sentence', 'death_row', 'parole', 'psychiatric_hospital', 'maximum_penalty', 'fiveyear_sentence', 'inmates', 'convicts', 'prison_cell', 'jail_cell', 'jail_time', 'life_terms', 'workrelease_program', 'probation', 'paroled', 'convicted', 'armed_robbery', 'prison_sentence', 'rikers_island', 'rearrested', '15year_sentence', 'drug_conviction', 'sentence', 'detention', 'prisoner', 'maximum_security_prison', 'sentencing', 'maximum_prison_term', '10year_sentence', 'penitentiary', 'federal_prison', 'solitary_confinement', 'maximum_term', 'state_prison', 'threeyear_sentence', 'incarceration', 'sing_sing', 'house_arrest', 'life_term', 'long_sentences', 'other_inmates', 'detention_center', 'maximum_sentences', 'confinement', 'life_sentences', 'mental_hospital', 'other_prisoners', 'jailed', 'political_prisoner', 'internal_exile', 'prison', 'hard_labor', 'county_jail', 'mr_trantino', 'jail_terms', 'maximumsecurity_prison', 'sentenced', 'rikers', 'minimum_sentence', 'convict', 'labor_camp', 'early_release', 'bail', 'jail_sentence', 'life_imprisonment', 'life_sentence', 'prison_sentences', 'prison_terms', 'prison_time', 'jail_term', 'parole_violation', 'jail']"
21,health,['health'],"['patient_care', 'food_safety', 'mental_health', 'wellbeing', 'health_care', 'medical_services', 'preventive_care', 'public_health', 'own_health', 'physical_health', 'nutrition', 'education', 'health_issues', 'wellness', 'medical_care', 'health_care_services', 'health', 'clean_bill', 'health_services', 'care', 'medical', 'environment', 'mental_health_care', 'safety']"
22,pride,['pride'],"['satisfaction', 'idealism', 'deep_sense', 'fortitude', 'courage', 'persistence', 'affection', 'reverence', 'gratitude', 'toughness', 'esteem', 'solidarity', 'pride', 'strong_sense', 'resourcefulness', 'selfassurance', 'resilience', 'great_pride', 'joy', 'civic_pride', 'envy', 'humility', 'heritage', 'disdain', 'awe', 'respect', 'national_pride', 'camaraderie', 'togetherness', 'loyalty', 'hard_work', 'tenacity', 'sense', 'professionalism', 'dignity', 'good_fortune', 'selfrespect', 'modesty', 'shame', 'admiration', 'appreciation', 'devotion', 'selfconfidence', 'perseverance']"
23,dispute,['dispute'],"['court_fight', 'disputes', 'disagreement', 'heated_debate', 'labor_dispute', 'legal_battles', 'bitter_fight', 'confrontation', 'settlement_talks', 'legal_fight', 'squabble', 'feud', 'disagreements', 'bitter_debate', 'standoff', 'longstanding_dispute', 'debate', 'intense_debate', 'political_dispute', 'sharp_debate', 'issue', 'controversy', 'fierce_debate', 'furor', 'longrunning_battle', 'continuing_dispute', 'legal_dispute', 'current_dispute', 'bitter_battle', 'bitter_dispute', 'legal_battle', 'negotiations', 'legal_disputes', 'rift', 'conflict', 'court_case', 'longrunning_dispute', 'court_battle', 'several_issues', 'such_disputes', 'impasse', 'long_dispute', 'dispute']"
24,nervousness,['nervousness'],"['anxiety', 'dissatisfaction', 'panic', 'gloom', 'unhappiness', 'lethargy', 'discontent', 'vulnerability', 'trepidation', 'little_concern', 'uneasiness', 'jitters', 'elation', 'exasperation', 'indecision', 'weariness', 'growing_sense', 'pessimism', 'disappointment', 'indignation', 'weakness', 'few_signs', 'skittishness', 'bewilderment', 'irritation', 'insecurity', 'worry', 'unease', 'puzzlement', 'optimism', 'cautious_optimism', 'hesitancy', 'malaise', 'nervousness', 'anxieties', 'complacency', 'annoyance', 'growing_anxiety', 'edginess', 'inflation_fears', 'uncertainty', 'agitation', 'bad_feelings', 'euphoria', 'apprehension', 'frustration', 'queasiness', 'discouragement', 'jubilation', 'disenchantment', 'wariness', 'negative_reaction', 'volatility', 'hysteria', 'disquiet', 'worries', 'impatience', 'discomfort']"
25,government,['government'],"['public_services', 'private_business', 'opposition_parties', 'national_governments', 'local_governments', 'soviet_government', 'ministries', 'economic_reform', 'legal_system', 'public_sector', 'free_market', 'political_system', 'welfare_state', 'the_reagan_administration', 'political_pressures', 'reforms', 'central_government', 'armed_forces', 'election_process', 'political_opposition', 'the_american_government', 'the_federal_government', 'governments', 'federal_bureaucracy', 'democratic_process', 'national_interest', 'central_authority', 'japanese_government', 'chinese_government', 'national_government', 'military', 'political_parties', 'government', 'enterprises', 'bureaucracy', 'european_governments', 'judicial_system', 'reform', 'electoral_system', 'reformers', 'bush_administration', 'private_citizens', 'national_policy', 'state_control', 'foreign_governments', 'country', 'political_influence', 'executive_branch', 'citizens', 'democratic_institutions', 'political_activity', 'local_government', 'private_sector', 'american_government', 'state_governments', 'south_african_government', 'democratic_system', 'russian_government', 'international_organizations', 'new_government', 'market_forces', 'mexican_government', 'federal_government', 'judiciary', 'private_interests', 'electoral_process', 'own_government', 'freemarket_economy', 'privatization', 'state_enterprises', 'western_governments', 'political_leaders', 'ruling_party', 'western_nations', 'private_industry', 'administration', 'state', 'private_enterprise', 'citizenry', 'economic_policies', 'congress', 'democratic_government', 'the_russian_government', 'justice_system', 'government_control', 'ministry', 'western_countries', 'trade_unions', 'the_clinton_administration', 'vested_interests', 'land_reform', 'the_us_government', 'state_government', 'policies', 'other_governments', 'the_united_states_government', 'bureaucrats', 'free_press', 'political_leadership', 'government_policy', 'foreign_aid', 'democracy', 'political_process', 'white_minority']"
26,weakness,['weakness'],"['weakening_dollar', 'slowdown', 'weaker_dollar', 'higher_inflation', 'unpopularity', 'slow_growth', 'softening', 'softness', 'vulnerability', 'weak', 'falling_dollar', 'lower_dollar', 'slower_growth', 'japanese_economy', 'continued_weakness', 'indecision', 'rising_rates', 'pessimism', 'weakening', 'higher_interest_rates', 'resilience', 'weak_dollar', 'inflationary_pressures', 'economic_slowdown', 'weakness', 'continued_strength', 'skittishness', 'rising_prices', 'deflation', 'inexperience', 'recent_rise', 'strength', 'rising_interest_rates', 'weakening_economy', 'recent_weakness', 'hesitancy', 'rising_inflation', 'nervousness', 'malaise', 'slowing_economy', 'instability', 'weak_economy', 'inflation_fears', 'economic_weakness', 'slowing', 'strong_dollar', 'recent_surge', 'inflationary_pressure', 'disenchantment', 'sluggishness', 'volatility', 'economic_strength', 'slippage', 'rising_oil_prices']"
27,horror,['horror'],"['ecstasy', 'heartbreak', 'rage', 'terrors', 'depravity', 'fury', 'strangeness', 'revelation', 'malevolence', 'blackness', 'amazement', 'claustrophobia', 'bewilderment', 'wonderment', 'torment', 'agonies', 'human_tragedy', 'hysteria', 'painful_memories', 'cruelties', 'misery', 'powerlessness', 'helplessness', 'gore', 'fright', 'rapture', 'horror', 'demons', 'frisson', 'devastation', 'grief', 'foreboding', 'enormity', 'terror', 'revulsion', 'humiliations', 'hilarity', 'paranoia', 'selfloathing', 'atrocity', 'exhilaration', 'longing', 'despair', 'selfpity', 'anguish', 'madness', 'cruelty', 'violent_death', 'loneliness', 'mayhem', 'tedium', 'catharsis', 'carnage', 'savagery', 'loathing', 'hopelessness', 'nightmares', 'gallows_humor', 'cataclysm', 'craziness', 'absurdity', 'intimations', 'tragedy', 'agony', 'incomprehension', 'horrors', 'ugliness', 'betrayal', 'tragedies', 'dread', 'humiliation', 'pity', 'boredom', 'desolation', 'banality', 'traumas', 'shock', 'emptiness']"
28,swearing_terms,['swear'],"['utter', 'swearing', 'pretend', 'whisper', 'insult', 'shout', 'nod', 'curse', 'smile', 'bless', 'swearing_terms', 'weep', 'sir', 'scream', 'swore', 'confess', 'holler', 'swear', 'kiss', 'yell', 'wave', 'spit']"
29,leisure,['leisure'],"['shopping', 'pastime', 'leisure_activities', 'convenience', 'boating', 'gardening', 'luxury', 'socializing', 'pastimes', 'conspicuous_consumption', 'great_outdoors', 'spas', 'rock_climbing', 'camping', 'travel', 'entertainment', 'grooming', 'lifestyle', 'hobbies', 'comforts', 'pleasures', 'luxuries', 'hiking', 'hospitality', 'conveniences', 'vacations', 'skiing', 'creature_comforts', 'good_food', 'fast_food', 'leisure', 'leisure_time']"
30,suffering,['suffering'],"['manic_depression', 'suffer', 'suffering', 'throat_cancer', 'pneumonia', 'severe_pain', 'bronchitis', 'broken_bones', 'relapse', 'severe_case', 'severe_depression', 'depression', 'hospitalized', 'afflicted', 'dehydration', 'other_symptoms', 'appendicitis', 'arthritis', 'bleeding', 'sustained', 'kidney_problems', 'serious_illness', 'heat_stroke', 'debilitating', 'heart_ailment', 'remission', 'suffered', 'overwork', 'inflicted', 'debilitated', 'severe_burns', 'ill_health', 'kidney_disease', 'dementia', 'emphysema', 'clinical_depression', 'chronic', 'malnutrition', 'brain_hemorrhage', 'paranoid_schizophrenia', 'flu', 'brain_injury', 'angina', 'nausea', 'bedridden', 'misdiagnosed', 'dying', 'paralyzed', 'brain_damage', 'incapacitated', 'bad_case', 'aftereffects', 'permanent_damage', 'ailments', 'poor_health', 'recovering', 'crippled', 'internal_bleeding', 'chest_pains', 'aggravated', 'dizziness', 'diarrhea', 'panic_attacks', 'heart_problems', 'other_ailments', 'headaches', 'undiagnosed', 'respiratory_problems', 'experiencing', 'heart_trouble', 'illness', 'kidney_failure', 'high_fever', 'heat_exhaustion', 'brain_injuries', 'sickness', 'recuperating', 'back_pain', 'suffers', 'hemorrhage', 'ill_effects', 'viral_infection', 'stricken', 'lingering_effects', 'dysentery', 'afflicting', 'ailing', 'memory_loss', 'head_injury']"
31,royalty,['royalty'],"['royals', 'royalty', 'movie_stars', 'aristocrats', 'commoners']"
32,wealthy,['wealthy'],"['middle_class', 'wealthiest', 'working_class', 'millionaire', 'welltodo', 'middleclass', 'wealthy_people', 'rich_people', 'millionaires', 'rich', 'prosperous', 'modest_means', 'affluent', 'fabulously', 'wealthy', 'upper_class', 'billionaire']"
33,tourism,['tourism'],"['fishing_industry', 'region', 'major_industry', 'economic_development', 'agriculture', 'heavy_industry', 'tourism', 'international_travel', 'economic_engine', 'economic_vitality', 'tax_base', 'food_production', 'new_investment', 'hotel_industry', 'local_economies', 'tourism_officials', 'foreign_investment', 'private_investment', 'urban_centers', 'agricultural_production', 'industrial_development', 'convention_business', 'local_economy', 'tourist_destination', 'economic_life', 'booming_economy', 'tourism_industry', 'tourist_industry', 'tourist_trade', 'regional_economy', 'travel_industry', 'economic_revival', 'economic_health', 'farming', 'business_travel', 'agricultural', 'foreign_trade', 'new_wealth', 'tourist_dollars', 'infrastructure', 'entire_region']"
34,furniture,['furniture'],"['bricabrac', 'antique', 'picture_frames', 'lamps', 'appliances', 'porcelain', 'sofas', 'wood', 'interiors', 'draperies', 'furnishings', 'jewelry', 'cabinetry', 'clothing', 'costume_jewelry', 'artwork', 'tableware', 'showroom', 'tapestries', 'pottery', 'knickknacks', 'new_furniture', 'drawers', 'kitchen_cabinets', 'reproductions', 'china', 'glassware', 'upholstered_furniture', 'furniture', 'light_fixtures', 'wall_coverings', 'chintz', 'lighting_fixtures', 'antiques', 'carpeting', 'linens', 'bookcases', 'clothes', 'upholstery', 'chairs', 'accessories', 'quilts', 'rugs', 'woodwork', 'slipcovers', 'closets', 'workroom', 'wallpaper', 'bedding', 'fabrics', 'antique_furniture', 'carpets', 'cabinets', 'garments', 'fixtures', 'silverware', 'oriental_rugs']"
