,categories,seedwords,words,rseeds
10,cheerfulness,"['cheer', 'contented', 'cheerfulness']","['cheerful', 'laugh', 'smile', 'lighten', 'contented', 'joyful', 'cheerfulness', 'cheers', 'sad', 'brighten', 'enthusiastic', 'applaud', 'cheer', 'happy', 'congratulate']","[81, 36, 0]"
11,aggression,"['aggressor', 'aggressiveness', 'aggressor']","['sheer_power', 'eimi', 'real_threat', 'brutality', 'subordinate', 'provocation', 'condescension', 'lunacy', 'intimidation', 'such_strength', 'adversary', 'proclamation', 'temper', 'recklessness', 'preoccupation', 'supremacy', 'insolence', 'aggression', 'assertion', 'zonmi', 'savagery', 'antagonism', 'abruptness', 'undermined', 'inexperience', 'sharp_tongue', 'ridicule', 'fragility', 'kayneth', 'unpleasantness', 'waver', 'dagon', 'warlord', 'aggressiveness', 'djinn', 'incited', 'complete_lack', 'very_presence', 'bloodlust', 'repulsion', 'sovereignty', 'overlord', 'zeal', 'ruthlessness', 'rebuked', 'incensed', 'insubordination', 'aggressor', 'dire_situation', 'gratification', 'meta', 'druid', 'incubus', 'defensiveness', 'great_strength', 'detachment', 'incompetence', 'selfpreservation', 'vehemence', 'perceiving', 'reprimand', 'torturer']","[30, 90, 30]"
12,occupation,"['colleague', 'accountant', 'hire']","['services', 'fbi_agent', 'accountant', 'clients', 'executive', 'hire', 'real_job', 'banker', 'oversee', 'qualifications', 'supervisor', 'financial', 'bachelor', 'cabal', 'bribed', 'establishment', 'journalist', 'industry', 'contractor', 'volunteer', 'recruit', 'replacement', 'company', 'funded', 'colleague', 'employer', 'psychologist', 'corporation', 'family_business', 'background_check', 'chaperone', 'employers', 'only_job', 'fbi', 'hit_man', 'big_company', 'police_force', 'department', 'hired', 'bosses', 'relative', 'business_man', 'volunteering', 'boss', 'hiring', 'architect', 'insurance', 'associates', 'attorney', 'ceo', 'appointed', 'lawyer', 'client', 'lawyers', 'agency', 'associate', 'psychiatrist', 'enlist', 'cia', 'police_department', 'colleagues', 'finances', 'helper', 'politician', 'informant', 'employ', 'finance', 'assisting', 'private_investigator', 'employee', 'engineer', 'supervise', 'undercover', 'consultant', 'agent', 'personal_assistant', 'assistant', 'hires', 'investigator', 'invest', 'specialist', 'businessman', 'old_job', 'caretaker', 'promoted', 'law_firm', 'mechanic', 'profession', 'employed', 'job', 'full_time', 'payroll', 'assist', 'occupation', 'vice_president', 'intern', 'fund']","[14, 57, 65]"
13,envy,"['resent', 'envious', 'hate']","['loved', 'judgmental', 'like', 'detested', 'resent', 'dislike', 'disappointing', 'especially', 'hate', 'pitied', 'jealous', 'envy', 'envied', 'hating', 'unhappy', 'resented', 'disapprove', 'unfair', 'hates', 'loathe', 'judged', 'selfish', 'blame', 'despise', 'disliked', 'loathed', 'adore', 'care', 'confuses', 'detest', 'sickens', 'despised', 'honestly', 'misunderstood', 'understand', 'pity', 'upsets', 'disgusts', 'mean', 'despises', 'trust', 'envious', 'sympathize', 'hated', 'because']","[15, 26, 6]"
14,anticipation,"['quicken', 'fevered', 'foreboding']","['foreboding', 'hammering', 'accelerates', 'pounding_heart', 'normal_pace', 'tremor', 'increasing', 'erratically', 'intensifying', 'unsteady', 'heartbeat', 'skyrocketed', 'ebbed', 'heart_race', 'accelerated', 'overpowering', 'erratic', 'heaviness', 'trepidation', 'decreasing', 'steadier', 'constrict', 'labored', 'tremble', 'intensified', 'quickens', 'increases', 'fevered', 'irregular', 'shuddering', 'recede', 'unease', 'thrumming', 'resonate', 'quickened', 'exertion', 'quicken', 'heightened', 'thrum', 'thudding', 'falter', 'heart_rate', 'rapid_heartbeat', 'thumping', 'rapid_breathing', 'accelerating', 'laboured', 'rapid_pace', 'surge', 'increased', 'own_heartbeat', 'pulse', 'heart_pound', 'slowing', 'regulate', 'quickening', 'intensify', 'accelerate', 'normal_rate', 'heart_races', 'increase', 'tenfold', 'anticipation', 'proximity', 'rapid']","[60, 53, 34]"
15,family,"['home', 'matriarch', 'marriage']","['college', 'marriages', 'grandfather', 'family_name', 'lives', 'home', 'betrothal', 'inheritance', 'brothel', 'institution', 'responsibilities', 'spouse', 'grandchildren', 'entire_family', 'retirement', 'convent', 'only_daughter', 'wedding_night', 'employment', 'company', 'wife', 'debt', 'families', 'estate', 'divorce', 'engagement', 'family_business', 'married', 'husband', 'bonding', 'old_ways', 'marrying', 'good_fortune', 'teenage_years', 'grandmother', 'marriage', 'matriarch', 'relationship', 'parents', 'convenience', 'reunion', 'grandparents', 'parent', 'labour', 'own_house', 'life', 'grandchild', 'conceived', 'legacy', 'family_home', 'wed', 'duty', 'trial', 'child', 'community', 'eighteenth_birthday', 'arranged_marriage', 'little_family', 'church', 'daughter', 'duties', 'burial', 'family', 'own_home', 'father', 'slavery', 'future', 'kingdom', 'homeland', 'affairs', 'several_months', 'new_wife', 'household', 'coronation', 'honeymoon', 'wedding', 'mistress', 'passing', 'responsibility', 'expedition', 'children', 'mother', 'own_family']","[29, 72, 65]"
16,vacation,"['yearly', 'yearly', 'villa']","['complex', 'apartment', 'apartment_building', 'vacation', 'small_cafe', 'condominium', 'hotel', 'massive_house', 'town_centre', 'first_house', 'old_apartment', 'condos', 'hostel', 'small_hotel', 'little_village', 'little_home', 'little_shop', 'campground', 'chapel', 'limousine', 'cabin', 'villa', 'little_apartment', 'new_home', 'little_cottage', 'fancy_hotel', 'small_apartment', 'yearly', 'farm_house', 'apartment_complex', 'little_shack', 'office_building', 'big_mansion', 'casino', 'estate', 'appartment', 'main_house', 'small_cabin', 'penthouse', 'gigantic_house', 'small_restaurant', 'inn', 'private_room', 'little_place', 'west_side', 'yacht', 'next_destination', 'beach_house', 'docks', 'small_house', 'big_building', 'small_home', 'family_home', 'small_cottage', 'ferry', 'marketplace', 'manor', 'town_square', 'little_house', 'pent_house', 'lodge', 'museum', 'camp_site', 'loft', 'log_cabin', 'harbour', 'city_centre', 'private_beach', 'town_hall', 'plaza', 'resort', 'beautiful_house', 'giant_house', 'guest_house', 'clubhouse', 'house', 'meeting_place', 'caravan', 'townhouse', 'apartments', 'motel', 'small_building', 'huge_house', 'mansion', 'condo', 'bungalow', 'greenhouse', 'golf_course', 'art_studio', 'cottage', 'london_eye', 'huge_mansion', 'central_park', 'town_house', 'farmhouse', 'large_house', 'times_square', 'hotels', 'tiny_house']","[42, 42, 21]"
17,crime,"['flee', 'shoplifting', 'conspiracy']","['stronghold', 'lure', 'aid', 'trap', 'colony', 'aiding', 'conspiracy', 'mayhem', 'hinder', 'shoplifting', 'unleash', 'abduct', 'rally', 'treachery', 'civilians', 'mutants', 'legion', 'capture', 'terrorize', 'advance', 'breach', 'lest', 'executed', 'combat', 'escape', 'certain_death', 'execution', 'thieves', 'destruction', 'revolt', 'dispatch', 'undead', 'vampaneze', 'perish', 'infiltrated', 'imprisoned', 'annihilate', 'traitors', 'refugees', 'bandits', 'uprising', 'pursuit', 'slaughter', 'peril', 'oppose', 'retreat', 'skirmish', 'rescuers', 'romans', 'allies', 'repel', 'brethren', 'stake', 'rogues', 'bypass', 'caratacus', 'pursued', 'carpathians', 'revive', 'condemned', 'shelter', 'refuge', 'prisons', 'varden', 'rescue', 'terrify', 'yield', 'forsaken', 'seize', 'target', 'armies', 'banish', 'overthrow', 'druids', 'flee', 'raid', 'exterminate', 'elude', 'bloodshed', 'brutality', 'subdue', 'eradicate', 'council', 'assassinate', 'raids', 'imprison', 'targeting', 'execute', 'own_people', 'obliterate', 'apprehended', 'destroy', 'apprehend', 'encountering', 'germans', 'dangers', 'liberate', 'captives', 'enslaved', 'eliminate', 'pirates', 'comrades', 'annihilated', 'fugitives', 'invaders', 'corruption', 'vengeance', 'reform', 'object', 'reclaim', 'lycans', 'assassins', 'thwarted', 'rebels', 'pursuing', 'slay', 'reign', 'britons', 'fleeing', 'preserve', 'treason', 'villagers', 'thwart', 'abandon', 'encounter', 'conquering', 'exiled', 'evade', 'crime', 'invasion', 'exile', 'surprise_attack', 'venture', 'terrorists', 'assassination', 'bidding', 'defeating', 'very_thing', 'captors', 'evil_spirits', 'overrun', 'killing', 'slaughtering', 'opposition', 'order', 'intervene', 'elders', 'rebellion', 'retribution', 'ambush', 'empire', 'conquer', 'lamia', 'demise', 'infiltrate']","[14, 90, 131]"
18,attractive,"['breathtakingly', 'tanned', 'beauty']","['dazzling', 'perfection', 'perfect_tan', 'tanned', 'flawless_skin', 'pale', 'sharp_features', 'skin_color', 'light_skin', 'fair_skin', 'contrasting', 'pale_skin', 'youthful', 'vibrant', 'high_cheekbones', 'caramel_skin', 'olive', 'bone_structure', 'nice_figure', 'contrast', 'beauty', 'golden', 'ivory_skin', 'soft_features', 'complexion', 'pale_white_skin', 'tan_skin', 'light_tan', 'exotic', 'perfect_figure', 'perfect_shape', 'breathtakingly', 'facial_structure', 'tan_complexion', 'natural_beauty', 'baby_face', 'body_shape', 'golden_skin', 'tall', 'high_cheek_bones', 'sparkling', 'fit_body', 'dark_skin', 'hourglass_figure', 'radiant', 'olive_skin', 'tan', 'striking', 'curvy_body', 'beautiful', 'curvy', 'slight_tan', 'pale_complexion', 'elegance', 'attractive', 'stunningly', 'majestic', 'auburn', 'white_skin', 'captivating', 'flawless', 'perfect_body', 'defined', 'perfect_curves', 'slender', 'toned', 'dark_complexion', 'physique', 'tanned_skin', 'skin_tone', 'mesmerizing', 'fair_complexion', 'paleness', 'brown_skin', 'slim_figure', 'contrasted', 'gorgeously', 'lightly_tanned_skin', 'creamy_skin', 'nice_tan', 'perfect_skin', 'sculpted', 'luscious']","[74, 86, 80]"
19,masculine,"['masculine', 'biceps', 'beefy']","['broad', 'bony', 'muscular_frame', 'bulging_muscles', 'defined', 'muscular', 'slender', 'fit_body', 'bone_structure', 'toned', 'lean', 'built', 'abs', 'muscly', 'muscular_body', 'physique', 'big_muscles', 'arm_muscles', 'toned_arms', 'cheekbones', 'muscular_build', 'triceps', 'tanned_skin', 'soft_curves', 'chiseled', 'muscled', 'lithe', 'muscled_body', 'broad_shoulders', 'boney', 'toned_body', 'cheek_bones', 'slim_figure', 'huge_muscles', 'facial_hair', 'rugged', 'build', 'muscles', 'buff', '6pack', 'beefy', 'bulky', 'pecs', 'toned_muscles', 'lean_body', 'angular', 'wide_shoulders', 'rounded', 'biceps', 'strong_muscles', 'stubble', 'defined_muscles', 'strong_jaw', 'lanky', 'masculine', 'lean_muscles']","[10, 58, 54]"
20,prison,"['sentry', 'torture', 'charge']","['reserve', 'tasked', 'colony', 'commander', 'interrogation', 'slaves', 'crisis', 'legion', 'subjected', 'front_line', 'commission', 'front_lines', 'higher_ups', 'executed', 'execution', 'threats', 'prisoner', 'death_sentence', 'imprisoned', 'slaughter', 'governor', 'peril', 'captivity', 'survival', 'brethren', 'hostages', 'unit', 'torture', 'objects', 'troops', 'experiments', 'ritual', 'thus', 'battle', 'masters', 'officials', 'bloodbath', 'mercenary', 'raid', 'casualties', 'bloodshed', 'disposal', 'council', 'raids', 'general', 'legions', 'prison', 'essentially', 'ensure', 'necessity', 'generals', 'duty', 'captives', 'trial', 'assisting', 'massacre', 'assault', 'church', 'therefore', 'cells', 'punishment', 'object', 'facility', 'imprisonment', 'assassins', 'charge', 'rebels', 'witness', 'assassination', 'household', 'killing', 'order', 'opposition', 'elders', 'rebellion', 'prisoners', 'confinement', 'empire', 'victim', 'demise', 'sentry']","[56, 10, 7]"
21,health,"['nutrient', 'anesthesia', 'recovery']","['regeneration', 'medication', 'rehabilitation', 'dosage', 'setback', 'tumour', 'nutrient', 'injection', 'serious_injury', 'growth', 'long_run', 'dementia', 'procedure', 'comma', 'progress', 'ordeal', 'administered', 'underwent', 'crisis', 'resolution', 'bipolar_disorder', 'regenerate', 'illness', 'discharge', 'recovering', 'medically', 'disease', 'several_weeks', 'temporary', 'minor_injuries', 'employment', 'transplant', 'pneumonia', 'execution', 'alzheimer', 'psychologist', 'autopsy', 'withdrawal', 'first_stage', 'deteriorated', 'undergoing', 'therapy', 'pregnancy', 'undergone', 'trials', 'health', 'abduction', 'hardship', 'radiation', 'head_trauma', 'therapy_sessions', 'surgeon', 'relapse', 'conception', 'immune_system', 'investigation', 'serious_injuries', 'mri', 'treatments', 'complications', 'serum', 'trauma', 'birthing', 'head_injury', 'surgery', 'restriction', 'cured', 'brain_activity', 'physical_therapy', 'difficulties', 'injury', 'intensive_care', 'suicide_attempt', 'full_recovery', 'exposure', 'treatment', 'operations', 'psychiatrist', 'labour', 'remedy', 'suffered', 'doses', 'casualties', 'infections', 'infection', 'separation', 'life_support', 'cure', 'human_life', 'discharged', 'chemotherapy', 'recent_events', 'conditions', 'finances', 'stability', 'scans', 'scan', 'emergency_surgery', 'medical_treatment', 'medications', 'grieving', 'early_stages', 'trial', 'blindness', 'seizures', 'undergo', 'labor', 'suffering', 'pressures', 'curing', 'recovery', 'prescribed', 'simulation', 'patients', 'anesthesia', 'campaign', 'brain_damage', 'critical', 'stabilized', 'diagnose', 'internal_bleeding', 'side_effects', 'the_next_few_days', 'mental_state', 'critical_condition', 'conversion', 'interference', 'examination', 'several_days', 'healing_process', 'effects', 'vaccine', 'healing', 'progression', 'bone_marrow', 'symptoms', 'operation', 'migraines', 'recover', 'paralysis', 'mental_health', 'injuries', 'sustained', 'bedridden', 'condition', 'passing', 'testing', 'patient', 'tumor', 'bed_rest', 'chemo', 'memory_loss', 'severity', 'surgeries', 'damages', 'diagnosis', 'sickness']","[157, 125, 127]"
22,pride,"['smug', 'recognition', 'mighty']","['comprehension', 'bravado', 'triumphant', 'haughty', 'recognition', 'admiration', 'boldness', 'gleeful', 'malice', 'comical', 'defiant', 'superiority', 'friendliness', 'intimidating', 'incredulous', 'murderous', 'devious', 'skepticism', 'expectant', 'countenance', 'malicious', 'politeness', 'smugness', 'menacing', 'indifference', 'handsome_face', 'devilish', 'menace', 'sneer', 'scorn', 'pride', 'u2019s_face', 'sly', 'smug', 'wicked', 'hostility', 'contrite', 'stern', 'mischievous', 'bearing', 'expression', 'disdain', 'grim', 'accusation', 'pure_evil', 'bewilderment', 'determination', 'superior', 'astounded', 'mighty', 'mockery', 'fierce', 'amused', 'contempt', 'defiance', 'arrogance']","[8, 17, 14]"
23,dispute,"['courtroom', 'controversy', 'grudge']","['law', 'claims', 'quarrel', 'separation', 'circumstance', 'courtroom', 'truce', 'witness', 'controversy', 'pact', 'treason', 'testimony', 'vendetta', 'captive', 'hostage', 'crisis', 'trial', 'blame', 'dispute', 'bargain', 'higher_power', 'brotherhood', 'grudges', 'intervene', 'predicament', 'association', 'rebellion', 'dangerous_situation', 'commitment', 'conflict', 'tyrant', 'grudge', 'revolt', 'feud', 'death_sentence', 'prisoner', 'motive', 'rebelled', 'accountable', 'situation']","[32, 71, 58]"
24,nervousness,"['tremor', 'irritation', 'nervous']","['annoyance', 'nervous', 'tremor', 'worry', 'nerves', 'trepidation', 'angry', 'irritation', 'anxiety', 'curiousity', 'jealously', 'emotion', 'anger', 'apprehension', 'smugness', 'agitated', 'frustrated', 'irritated', 'uneasy', 'fearful', 'unease', 'anxious', 'urgency', 'tense', 'impatience', 'shyness', 'aggravated', 'panicky', 'frustration', 'hostility', 'disappointment', 'dread', 'panicked', 'wariness', 'flustered', 'anxiousness', 'aggravation', 'pained', 'apprehensive', 'agitation', 'uncertainty', 'curiosity', 'frightened', 'nervousness', 'guilt', 'desperation', 'reluctance', 'discomfort', 'intensity', 'fear', 'uneasiness', 'anticipation', 'jealousy', 'eagerness', 'panic', 'excitement']","[27, 19, 7]"
25,government,"['illegally', 'organization', 'accounting']","['sources', 'organization', 'sole_purpose', 'tasked', 'colony', 'illegally', 'conspiracy', 'investors', 'institution', 'administration', 'parliament', 'coalition', 'equality', 'citizen', 'individual', 'cabal', 'establishment', 'secret_organization', 'expansion', 'industry', 'commission', 'implemented', 'higher_ups', 'primarily', 'contractor', 'democracy', 'funded', 'corporation', 'division', 'the_information_alliance', 'properties', 'legitimacy_kingdom', 'government', 'law_enforcement', 'police_force', 'revolution', 'agencies', 'individuals', 'department', 'investigation', 'production', 'development', 'objects', 'alchemists', 'associates', 'scholars', 'governing', 'policy', 'armed_forces', 'partnership', 'monarchy', 'military', 'agency', 'ownership', 'mercenary', 'purposes', 'operations', 'goverment', 'associate', 'oceania', 'senate', 'council', 'alliance', 'conduct', 'nation', 'jurisdiction', 'organisation', 'politician', 'informant', 'funding', 'hierarchy', 'community', 'scheme', 'companies', 'society', 'basis', 'campaign', 'warfare', 'objectives', 'investment', 'general_public', 'dictator', 'shield', 'cult', 'founder', 'leadership', 'slavery', 'yagya', 'governments', 'affairs', 'terrorists', 'assassination', 'resource', 'state', 'traditions', 'profession', 'bureau', 'order', 'employed', 'opposition', 'obligations', 'association', 'constitution', 'province', 'accounting', 'researchers', 'occupation', 'empire']","[100, 11, 89]"
26,weakness,"['powerless', 'feeble', 'frail']","['trembling', 'defenseless', 'ferocious', 'haughty', 'unnatural', 'foolish', 'weak', 'defiant', 'deformed', 'breakable', 'weary', 'resilient', 'inhuman', 'scarred', 'pitiful', 'unafraid', 'unstable', 'delicate', 'weakness', 'twisted', 'timid', 'callous', 'insignificant', 'uncaring', 'inadequate', 'useless', 'malnourished', 'remarkably', 'savage', 'fearless', 'ruthless', 'passive', 'vicious', 'powerless', 'defenceless', 'weakened', 'frightening', 'hollow', 'invincible', 'helpless', 'flawed', 'terrifyingly', 'primitive', 'puny', 'detached', 'meek', 'strong', 'crippled', 'restrained', 'wretched', 'monstrous', 'terrifying', 'shameful', 'frail', 'unforgiving', 'fierce', 'hopeless', 'fragile', 'wounded', 'damaged', 'brittle', 'vulnerable', 'docile', 'feeble', 'fearful', 'unbalanced']","[49, 16, 57]"
