,categories,seedwords,words
10,cheerfulness,"['awed', 'heartfelt', 'cheerful', 'cheerfulness', 'happiness']","['melancholy', 'pure_happiness', 'giddy', 'cheerful', 'humor', 'bubbly', 'mockery', 'positivity', 'gleeful', 'kindness', 'adoration', 'hopeful', 'protectiveness', 'gentleness', 'eagerness', 'appreciative', 'joyful', 'blissful', 'cheerfulness', 'pure_love', 'optimism', 'proudness', 'bubbly_personality', 'exuberance', 'mischief', 'elation', 'mischievous', 'saddened', 'calmness', 'glee', 'so_much_happiness', 'merriment', 'radiant', 'contagious', 'jovial', 'pure_evil', 'positively', 'sincere', 'friendliness', 'lively', 'hapiness', 'infectious', 'astounding', 'caring', 'childlike', 'forlorn', 'fondness', 'giddiness', 'contented', 'awed', 'innocence', 'enthusiasm', 'mirth', 'compassion', 'cheery', 'heartwarming', 'carefree', 'admiration', 'simplicity', 'heartfelt', 'so_much_joy', 'happy', 'genuine', 'boldness', 'enchanting', 'pure_joy', 'endearing', 'gratefulness', 'such_joy', 'joy', 'genuinely', 'excitement', 'envy', 'happiness', 'joyous', 'thoughtfulness', 'sadness', 'elated', 'overjoyed', 'shyness', 'envious', 'jubilant']"
11,aggression,"['cockiness', 'infuriate', 'violent', 'kill', 'lethal']","['troublesome', 'dominant', 'harm', 'fear', 'possessive', 'murderous', 'maim', 'deadly', 'violent', 'threaten', 'infuriate', 'oppose', 'careless', 'volatile', 'frightening', 'targeted', 'killing_machine', 'petty', 'infuriating', 'infuriated', 'provoking', 'aggravate', 'overpower', 'angry', 'murder', 'terrifying', 'enraged', 'harmless', 'submissive', 'kill', 'strigoi', 'aggravating', 'attack', 'provoked', 'incompetent', 'hurt', 'resilient', 'frighten', 'furious', 'human', 'much_power', 'psychotic', 'injure', 'controlling', 'reckless', 'repelled', 'corrupt', 'vicious', 'underestimated', 'humane', 'bloodthirsty', 'feared', 'overbearing', 'evil', 'slaughter', 'strong', 'cruel', 'destructive', 'persistent', 'weakest', 'anger', 'stubborn', 'rage', 'brutal', 'inhumane', 'fight', 'fierce', 'malicious', 'angered', 'extreme', 'harsh', 'greedy', 'aggressive', 'terrify', 'violence', 'merciless', 'hostile', 'immune', 'outsmart', 'invincible', 'killing', 'harmful', 'betray', 'rational', 'defend', 'unreasonable', 'cowards', 'threats', 'dangerous', 'sadistic', 'lethal', 'merciful', 'vengeful', 'heartless', 'mindset', 'hateful', 'powerful', 'gruesome', 'cockiness', 'fatal', 'ruthless', 'aggression', 'threat', 'fearless', 'ferocious', 'dominate', 'torture', 'provoke', 'unpredictable', 'resistant', 'spiteful', 'inhuman', 'taunt', 'savage']"
12,occupation,"['detective', 'producer', 'executive', 'manager', 'therapist']","['detective', 'employer', 'shrink', 'modest', 'assistant_manager', 'police_officer', 'body_guard', 'chief', 'management_team', 'fbi', 'job', 'receptionist', 'client', 'counselor', 'interns', 'publicist', 'executive', 'realtor', 'judge', 'attorney', 'principal', 'coworkers', 'doctor', 'photographer', 'consultant', 'counsellor', 'councillor', 'police_department', 'resume', 'family_friend', 'program', 'record_company', 'manger', 'banker', 'new_patient', 'department', 'publishing_company', 'employee', 'coworker', 'president', 'administrator', 'mechanic', 'occupation', 'director', 'accountant', 'interviewed', 'supervisor', 'directors', 'pediatrician', 'employees', 'local_hospital', 'wedding_planner', 'investigator', 'law_firm', 'police_force', 'therapist', 'chairman', 'engineer', 'clients', 'lawyer', 'simon_cowell', 'psychiatrist', 'agent', 'intern', 'officer', 'ceo', 'manager', 'worker', 'vice_president', 'colleagues', 'surgeon', 'press_conference', 'colleague', 'personal_assistant', 'specialist', 'bodyguard', 'new_employee', 'assistant', 'record_label', 'managers', 'new_assistant', 'technician', 'social_worker', 'reporter', 'interview', 'helper', 'boss', 'new_boss', 'agency', 'psychologist', 'conference', 'tour_manager', 'journalist', 'private_investigator', 'secretary', 'councilor', 'producer']"
13,envy,"['discontent', 'vindictive', 'ambition', 'yearn', 'flaunt']","['flaunt', 'harbor', 'prejudice', 'selfishness', 'unworthy', 'temperament', 'devotion', 'greatness', 'individuality', 'discontent', 'discrimination', 'appeal', 'influencing', 'desirable', 'yearn', 'selflessness', 'mindset', 'downfall', 'possess', 'vindictive', 'independence', 'nobility', 'charisma', 'desired', 'morals', 'envy', 'valued', 'boast', 'capability', 'intellect', 'lack', 'integrity', 'ridicule', 'wealth', 'attain', 'ambition', 'desires', 'flawed', 'deception', 'human_nature', 'intelligence', 'perceive', 'potential', 'cruelty', 'honorable', 'morality', 'greed', 'worshipper', 'superiority', 'deserving']"
14,anticipation,"['unsettle', 'feverishly', 'yearn', 'quake', 'impending']","['unsettle', 'strife', 'tangible', 'yearning', 'empowering', 'potent', 'undoing', 'quake', 'devotion', 'oppressed', 'clarity', 'nourish', 'human_heart', 'imminent', 'such_power', 'dwells', 'simple_act', 'enmity', 'profound', 'anticipation', 'unimaginable', 'eternal', 'mortality', 'generates', 'impending', 'immense', 'sufferings', 'yearned', 'everlasting', 'peril', 'yearn', 'flourish', 'prevailed', 'scorn', 'diminish', 'relish', 'inescapable', 'fleeting', 'acute', 'wildness', 'eradicated', 'evoked', 'undeniable', 'unavoidable', 'instinctive', 'craves', 'oppression', 'strengthened', 'embodiment', 'yearns', 'physical_body', 'living_creature', 'enlightened', 'evoke', 'thrilling', 'empowered', 'firestorm', 'thrive', 'affliction', 'strengthens', 'fuel', 'cripple', 'fulfillment', 'living_being', 'intolerable', 'feverishly', 'primal', 'arise', 'invoke', 'mortal_man', 'inexplicable', 'amplify', 'kinship']"
15,family,"['mom', 'nephew', 'grandparent', 'stepdaughter', 'grandmother']","['baby_sister', 'stepdad', 'whole_family', 'godmother', 'older_sister', 'aunt', 'step_dad', 'adoptive_mother', 'family', 'cousin', 'stepdaughter', 'mum_and_dad', 'gran', 'parent', 'grandad', 'mother', 'dad', 'nephew', 'granny', 'new_husband', 'step_mom', 'mum', 'little_sister', 'granddaughter', 'niece', 'nanny', 'wife', 'stepmom', 'grandparents', 'family_friend', 'granddad', 'husband', 'baby_brother', 'aunty', 'aunts', 'biological_mother', 'grandfather', 'sister', 'new_wife', 'auntie', 'younger_sister', 'grandmother', 'real_mom', 'uncles', 'grandparent', 'foster_mom', 'grandpa', 'great_aunt', 'grandchild', 'grandson', 'biological_father', 'stepfather', 'parents', 'uncle', 'foster_parents', 'grandmothers', 'brother', 'father', 'mom', 'daughter', 'little_brother', 'stepmother', 'grandma', 'step_mother']"
16,vacation,"['summer', 'hiking', 'cruise', 'rental', 'lake']","['next_town', 'harbor', 'manhattan', 'times_square', 'hyde_park', 'farm', 'summer', 'docks', 'beach', 'long_island', 'park', 'maine', 'seattle', 'yacht', 'sunset', 'camping_trip', 'campground', 'central_park', 'pittsburgh', 'theme_park', 'downtown', 'the_spring', 'local_park', 'london_eye', 'chicago', 'skiing', 'private_beach', 'lake', 'vacation', 'snow_storm', 'long_trip', 'malibu', 'east_coast', 'ferry', 'portland', 'country_side', 'school_trip', 'the_weekend', 'swimming', 'harbour', 'resort', 'boardwalk', 'fishing', 'cruise', 'bonfire', 'water_park', 'aquarium', 'pond', 'mainland', 'sunny_day', 'santa_monica', 'disneyland', 'bungalow', 'camping', 'florida', 'colorado', 'farmhouse', 'pier', 'hike', 'california', 'boston', 'cruise_ship', 'san_diego', 'boats', 'summers', 'beaches', 'boat_ride', 'new_york_city', 'brighton', 'rental', 'countryside', 'amusement_park', 'hawaii', 'trip', 'this_summer', 'city', 'last_stop', 'hiking', 'lake_house', 'big_ben', 'mountains', 'picnic', 'camp', 'beach_house', 'winter', 'summer_time', 'holiday', 'road_trip', 'swimming_pool', 'festival', 'field_trip', 'london', 'bahamas', 'carnival', 'town', 'little_town', 'the_summer']"
17,crime,"['detective', 'accuse', 'criminally', 'rob', 'domestic']","['higher_ups', 'alibi', 'detective', 'employer', 'blackmailing', 'assassinate', 'rape', 'thievery', 'spying', 'criminally', 'vandalism', 'chief', 'conspiracy', 'police', 'convicted', 'rapist', 'suspects', 'treason', 'client', 'accused', 'undercover', 'murder', 'arson', 'suspect', 'killer', 'motive', 'fraud', 'criminal', 'prostitution', 'kill', 'robber', 'burglary', 'serious_trouble', 'bosses', 'mass_murderer', 'target', 'arresting', 'apprehended', 'informant', 'abduct', 'mafia', 'trespassing', 'traitor', 'domestic', 'negotiate', 'blackmail', 'witness', 'robbing', 'mercenary', 'serial_killer', 'associates', 'death_sentence', 'governor', 'crimes', 'bystander', 'witnesses', 'involved', 'convict', 'kidnapper', 'civilian', 'ploy', 'death_wish', 'relative', 'robbed', 'psychopath', 'ransom', 'domestic_violence', 'accuse', 'hitman', 'scumbag', 'robbery', 'warrant', 'interrogating', 'ripper', 'child_abuse', 'violate', 'murderer', 'robbers', 'psycho', 'investigator', 'targeting', 'burglar', 'gang_leader', 'investigating', 'homicide', 'commit', 'murders', 'investigators', 'prosecuted', 'abduction', 'crime', 'arrested', 'leads', 'violating', 'criminals', 'sued', 'fugitive', 'cabal', 'proof', 'killing', 'kidnapping', 'cop', 'sexual_harassment', 'hit_man', 'victim', 'apprehend', 'trick', 'mastermind', 'consider', 'allegedly', 'interrogate', 'blackmailer', 'spy', 'hire', 'rob', 'politician', 'bounty_hunter', 'testify', 'enough_evidence', 'dirty_work', 'assassination', 'authorities', 'is', 'dealings', 'sue', 'arrest', 'terrorist', 'spies', 'muggers', 'sociopath', 'murdering', 'scam', 'suspecting', 'lure', 'accomplice', 'bait', 'kidnap', 'decoy', 'provoke', 'murderers', 'theft', 'thief', 'illegal', 'claims', 'execute', 'imply', 'detectives', 'skinner', 'accusing', 'prostitute', 'private_property']"
18,attractive,"['alluring', 'cute', 'attractively', 'athletic', 'desirable']","['mysterious', 'beautiful', 'modest', 'striking', 'perky', 'flirty', 'great_personality', 'outspoken', 'attractive', 'likeable', 'attractively', 'sexy', 'humorous', 'loveable', 'manly', 'captivating', 'intriguing', 'edgy', 'handsome', 'sporty', 'quirky', 'intelligent', 'conservative', 'stereotypical', 'charismatic', 'muscly', 'youthful', 'good_looking', 'daring', 'great_body', 'witty', 'stunningly', 'provocative', 'scrawny', 'rugged', 'alluring', 'approachable', 'adventurous', 'flirtatious', 'looking', 'expressive', 'lovable', 'feminine', 'masculine', 'unattractive', 'dorky', 'desirable', 'caring', 'outgoing', 'athletic', 'fashionable', 'artistic', 'likable', 'talented', 'exotic', 'really_good_looking', 'cute', 'intimidating', 'curvy', 'dreamy', 'undeniably', 'adorable', 'sophisticated', 'spunky', 'smart', 'geeky', 'very_good_looking', 'pretty', 'nerdy', 'enchanting', 'devious', 'endearing', 'admirable', 'boyish', 'preppy', 'flattering', 'stylish', 'charming', 'goofy', 'flamboyant', 'observant', 'gorgeous', 'amazingly', 'irresistible']"
19,masculine,"['alluring', 'cockiness', 'attractively', 'athletic', 'cocky']","['spunky', 'charismatic', 'lovable', 'smart', 'masculine', 'conceited', 'unattractive', 'cynical', 'geeky', 'confident', 'modest', 'competitive', 'good_looking', 'flirty', 'dorky', 'nerdy', 'daring', 'mischievous', 'intellectual', 'rebellious', 'prideful', 'witty', 'outspoken', 'devious', 'endearing', 'attractive', 'macho', 'provocative', 'cunning', 'likeable', 'boyish', 'preppy', 'attractively', 'athletic', 'sarcastic', 'cockiness', 'humorous', 'likable', 'charming', 'scrawny', 'manly', 'good_looks', 'goofy', 'egotistical', 'alluring', 'badass', 'flamboyant', 'sassy', 'observant', 'cheeky', 'approachable', 'edgy', 'intimidating', 'sporty', 'handsome', 'playful', 'quirky', 'flirtatious', 'arrogant', 'intelligent', 'looking', 'stereotypical', 'undeniably', 'cocky', 'sophisticated']"
20,prison,"['gatekeeper', 'chain', 'kill', 'bail', 'abduct']","['save', 'steal', 'claim', 'bind', 'killed', 'trackers', 'harm', 'rape', 'threaten', 'protect', 'murder', 'killer', 'destroy', 'succeed', 'stake', 'kill', 'robber', 'behead', 'attack', 'target', 'abduct', 'hydra', 'prison', 'demon', 'ambush', 'punish', 'jail', 'death_sentence', 'defeat', 'stab', 'escape', 'hostages', 'slaughter', 'ransom', 'last_resort', 'beheaded', 'if', 'fight', 'find', 'hunt', 'break', 'guard', 'murderer', 'targeting', 'commit', 'rescue', 'gatekeeper', 'free', 'warn', 'die', 'killing', 'imprison', 'slay', 'loose', 'betray', 'risk', 'trick', 'hostage', 'defend', 'executed', 'abandon', 'bargain', 'rob', 'lose', 'trap', 'dirty_work', 'chain', 'arrest', 'bring', 'bail', 'track', 'lure', 'bait', 'accomplice', 'fire', 'kidnap', 'torture', 'assassinate', 'strangle']"
21,health,"['influenza', 'allergy', 'clinic', 'therapist', 'maternity']","['prescribe', 'court_date', 'shrink', 'chemo', 'dentist', 'food_poisoning', 'therapy_session', 'procedure', 'police', 'mental_institution', 'blood_work', 'receptionist', 'support_group', 'counselor', 'client', 'interns', 'realtor', 'therapy', 'social_services', 'babysitter', 'labour', 'condition', 'doctor', 'rehab', 'treatments', 'counsellor', 'docter', 'councillor', 'precinct', 'blood_test', 'police_department', 'patient', 'medical_treatment', 'flu', 'pain_medication', 'counseling', 'midwife', 'ward', 'scans', 'night_shift', 'meds', 'blood_tests', 'paperwork', 'test_results', 'physician', 'hospitalized', 'chemist', 'mental_hospital', 'school_nurse', 'patients', 'institute', 'discharged', 'morgue', 'police_station', 'surgeons', 'medical_school', 'physical_therapist', 'appointments', 'pharmacist', 'antidepressants', 'new_patient', 'institution', 'department', 'adoption_centre', 'guidance_counselor', 'other_patients', 'pharmacy', 'medically', 'prescribed', 'mechanic', 'medications', 'ultrasound', 'health', 'work', 'supervisor', 'asylum', 'pediatrician', 'local_hospital', 'brain_tumor', 'therapy_sessions', 'psychologists', 'emergency_room', 'testing', 'therapists', 'psych_ward', 'investigator', 'treatment', 'operation', 'blood_sample', 'child_services', 'icu', 'night_shifts', 'law_firm', 'therapist', 'other_doctors', 'xrays', 'clinic', 'labor', 'er', 'office', 'discharge', 'medication', 'school_board', 'pregnancy', 'lawyer', 'workplace', 'psychiatrist', 'next_appointment', 'nurse', 'intern', 'pack_doctor', 'rehab_center', 'hospital', 'doctors', 'suicide_attempt', 'infirmary', 'checkup', 'veterinarian', 'medicine', 'influenza', 'family_emergency', 'allergy', 'surgeon', 'specialist', 'colleague', 'personal_assistant', 'tests', 'rehabilitation_center', 'assistant', 'money_problems', 'chemotherapy', 'prescription', 'maternity', 'diagnosis', 'social_worker', 'few_tests', 'nursing_home', 'surgery', 'new_boss', 'agency', 'community_service', 'u2019s_office', 'psychologist', 'check_ups', 'conference', 'bed_rest', 'intensive_care', 'secretary', 'maternity_leave', 'counselling', 'appointment', 'doctors_office', 'councilor']"
22,pride,"['integrity', 'happiness', 'heroism', 'overcome', 'righteousness']","['strife', 'enlightenment', 'selfishness', 'devotion', 'torment', 'failures', 'devastation', 'clarity', 'overcome', 'deceit', 'grief', 'betrayal', 'hardships', 'certainty', 'sufferings', 'positivity', 'adversity', 'rejoice', 'empathy', 'peril', 'purity', 'madness', 'loneliness', 'unhappiness', 'downfall', 'bravery', 'humility', 'independence', 'unity', 'corruption', 'suffering', 'delusion', 'insecurity', 'ignorance', 'righteousness', 'sacrifice', 'happiness', 'pride', 'integrity', 'hopelessness', 'compassion', 'heroism', 'redemption', 'ambition', 'desires', 'affliction', 'deception', 'overcoming', 'fulfillment', 'humanity', 'cruelty', 'optimism', 'abandonment', 'normality', 'human_life', 'greed', 'salvation', 'hardship']"
23,dispute,"['protest', 'controversial', 'adamantly', 'reasoning', 'rivalry']","['dispute', 'argue', 'clarification', 'elaborate', 'oppose', 'assumptions', 'advances', 'deterred', 'ultimately', 'deter', 'disregard', 'motive', 'clearly', 'theory', 'adamantly', 'free_will', 'disagree', 'persist', 'provoked', 'yet', 'adamant', 'dislike', 'current_situation', 'explanations', 'interrogation', 'discussion', 'justified', 'understood', 'controversial', 'contradict', 'declaration', 'demand', 'attachment', 'speak', 'justification', 'retaliate', 'conviction', 'confrontation', 'ignorance', 'specifics', 'conversion', 'object', 'reluctance', 'compromise', 'anger', 'however', 'dilemma', 'discourage', 'issue', 'disagreed', 'conflict', 'arjun', 'good_intentions', 'statement', 'benefit', 'simply', 'refute', 'logically', 'even_he', 'argument', 'formality', 'demands', 'involvement', 'intentions', 'protest', 'outright', 'accusations', 'explanation', 'beliefs', 'motives', 'respond', 'insistence', 'reasoning', 'rivalry', 'refusal', 'intervene', 'understand', 'stubbornness', 'predicament', 'notion', 'threat', 'implications', 'concede', 'actions', 'suggestion', 'question', 'skinner', 'judgment', 'situation', 'speculation']"
24,nervousness,"['unsettle', 'weariness', 'uneasiness', 'fear', 'anticipation']","['unsettle', 'contempt', 'wariness', 'exhilaration', 'guilt', 'tremor', 'anxiousness', 'agitation', 'revulsion', 'desperation', 'slight_fear', 'hysteria', 'hostility', 'vulnerability', 'fear', 'euphoria', 'elation', 'dread', 'anticipation', 'rapture', 'trepidation', 'calmness', 'fury', 'fatigue', 'intensity', 'disappointment', 'impatience', 'familiarity', 'helplessness', 'unease', 'terror', 'nervousness', 'anguish', 'resentment', 'urgency', 'restlessness', 'anxiety', 'excitement', 'insecurity', 'uncertainty', 'eagerness', 'hopelessness', 'panic', 'despair', 'uneasiness', 'determination', 'longing', 'anger', 'tenseness', 'curiousity', 'bravado', 'rage', 'discomfort', 'irritation', 'apprehension', 'weariness']"
