,categories,seedwords,words
10,cheerfulness,"['cheerful', 'cheerfulness', 'happiness']","['so_much_happiness', 'genuinely', 'carefree', 'forlorn', 'sadness', 'giddiness', 'jubilant', 'hope', 'bubbly', 'glee', 'mischief', 'genuine', 'infectious', 'gratefulness', 'merriment', 'excitement', 'mirth', 'shyness', 'radiant', 'eagerness', 'blissful', 'cheery', 'pure_evil', 'fondness', 'such_joy', 'many_emotions', 'pure_joy', 'happy', 'hopeful', 'insecurity', 'cheerful', 'pride', 'enthusiasm', 'contented', 'compassion', 'happiness', 'friendliness', 'energetic', 'adoration', 'elated', 'admiration', 'giddy', 'lively', 'emotion', 'jovial', 'heartwarming', 'gleeful', 'elation', 'calmness', 'overjoyed', 'simplicity', 'sorrow', 'optimism', 'optimistic', 'longing', 'bubbly_personality', 'pure_love', 'joyful', 'joy', 'yet', 'pure_happiness', 'joyous', 'little_spark', 'cheerfulness', 'positivity', 'unhappiness', 'brighten', 'innocence', 'mischievous', 'humor', 'true_happiness', 'caring', 'sad', 'gladness', 'so_much_joy', 'humour', 'hapiness', 'mockery', 'melancholy', 'kindness']"
11,aggression,"['overconfident', 'aggression', 'provocation']","['declaration', 'bravado', 'sensitivity', 'authority', 'intelligence', 'savagery', 'malice', 'insubordination', 'condescension', 'aggressor', 'incite', 'firestorm', 'retaliation', 'subtlety', 'impulses', 'primal', 'complete_lack', 'recklessness', 'trickery', 'inexperience', 'provocation', 'retribution', 'defiance', 'malicious', 'dishonesty', 'scorn', 'injustice', 'certain_level', 'arrogance', 'fierceness', 'aversion', 'possessing', 'primitive', 'seduction', 'appeal', 'intimidation', 'disobedience', 'perceiving', 'cunning', 'instinctive', 'changeling', 'supremacy', 'possessiveness', 'ignorance', 'disregard', 'aggression', 'bloodlust', 'distrust', 'jing', 'such_power', 'prejudice', 'characteristic', 'inclination', 'cowardice', 'empathy', 'ridicule', 'vulnerability', 'underlying', 'masculinity', 'mistrust', 'hostility', 'empowered', 'opposition', 'very_presence', 'intrigue', 'dislike', 'flirtation', 'resentment', 'carelessness', 'bearing', 'blood_lust', 'allure', 'apathy', 'own_power', 'conviction', 'savage', 'certain_degree', 'cruelty', 'intellect', 'menace', 'cynicism', 'violence', 'psy', 'indifference', 'heroism', 'resistance', 'undermined', 'hypocrisy', 'stubbornness', 'detachment', 'obedience', 'loathing', 'ferocity', 'wildness', 'reprimand', 'professionalism', 'animosity', 'superiority', 'accusation', 'deceit', 'finesse', 'disposition', 'kariya', 'prowess', 'selfpreservation', 'aggressiveness', 'brutality', 'overconfident', 'adversary', 'wickedness', 'deception', 'provoked', 'invoked', 'ruthlessness', 'mockery', 'gratification', 'magnitude']"
12,occupation,"['electrician', 'occupation', 'retirement']","['jurisdiction', 'renowned', 'empire', 'state', 'banker', 'partnership', 'apprenticeship', 'informant', 'associates', 'agency', 'expansion', 'sanctioned', 'retirement', 'funding', 'conception', 'inheritance', 'revoked', 'buyer', 'employment', 'commissioned', 'yog', 'developments', 'investments', 'slavery', 'senate', 'enterprise', 'representative', 'ownership', 'establishment', 'predecessor', 'scholar', 'police_force', 'architect', 'yagya', 'businessman', 'organization', 'selection', 'obligations', 'heirs', 'upper_class', 'qualifications', 'development', 'law_enforcement', 'province', 'independently', 'constitution', 'benefactor', 'investment', 'medical_field', 'industry', 'profession', 'institution', 'corporation', 'spouse', 'democracy', 'employed', 'own_country', 'qualified', 'estimation', 'citizen', 'executive', 'investors', 'assassination', 'government', 'implemented', 'traditionally', 'candidate', 'funded', 'successor', 'administration', 'organisation', 'affairs', 'bachelor', 'eligible', 'politician', 'division', 'financial', 'contractor', 'agencies', 'congress', 'employer', 'resident', 'employers', 'rehabilitation', 'associate', 'appointed', 'specialist', 'electrician', 'solicitor', 'parliament', 'oceania', 'occupation', 'founder', 'community', 'purposes', 'heiress', 'association']"
13,envy,"['hate', 'envy', 'arrogance']","['dislike', 'loathing', 'resentment', 'despised', 'animosity', 'selfishness', 'ignorance', 'jealously', 'hatred', 'fondness', 'sympathy', 'betrayal', 'detest', 'hate', 'infatuation', 'cruelty', 'admiration', 'loathe', 'envious', 'greed', 'empathy', 'loathed', 'envy', 'jealousy', 'disliking', 'pitied', 'charisma', 'insecurity', 'ridicule', 'pride', 'compassion', 'arrogance', 'mockery', 'burning_passion', 'disgusts', 'hated', 'despise', 'hating', 'kindness', 'stubbornness', 'pity']"
14,anticipation,"['impending', 'anticipation', 'tantalizingly']","['euphoria', 'sensation', 'pulsed', 'entire_body', 'prospect', 'eagerness', 'impatience', 'tension', 'pleasure', 'thrill', 'agitation', 'spasms', 'adrenalin', 'strange_sensation', 'core', 'fury', 'tremble', 'loins', 'desire', 'uneasiness', 'hunger', 'dread', 'adrenaline', 'ecstasy', 'pit', 'insides', 'revulsion', 'nearness', 'tantalizingly', 'triumph', 'stirring', 'panic', 'trepidation', 'impending', 'anticipating', 'giddiness', 'nerves', 'nervousness', 'elation', 'pulsing', 'tingling', 'rapidly', 'churning', 'nervous_energy', 'pure_bliss', 'anticipation', 'desperation', 'irritation', 'delight', 'unease', 'apprehension', 'terror', 'rapture', 'longing', 'satisfaction', 'intense_pleasure', 'exhilaration', 'expectation', 'intensity', 'anxiousness', 'anxiety', 'familiar_feeling', 'excitement', 'tremor', 'arousal', 'swell', 'uncertainty', 'curiosity', 'wariness', 'fear', 'hardness', 'stilled']"
15,family,"['stepmother', 'family', 'caretaker']","['younger_sister', 'stepmother', 'grandson', 'family_members', 'family_business', 'sons', 'new_husband', 'new_wife', 'youngest_daughter', 'entire_family', 'step_mother', 'nanny', 'elder_sister', 'stepfather', 'only_son', 'grandchildren', 'daughters', 'uncle', 'brothers', 'child', 'daughter', 'relative', 'halfsister', 'dad', 'grandchild', 'family', 'birth_mother', 'biological_mother', 'new_family', 'granddaughter', 'cousin', 'families', 'whole_family', 'grandparents', 'wife', 'extended_family', 'foster', 'siblings', 'grandparent', 'biological_father', 'elder_brother', 'other_family', 'nephew', 'foster_parents', 'own_family', 'eldest_daughter', 'foster_mother', 'only_daughter', 'mother', 'husband', 'orphans', 'adoptive_parents', 'aunt', 'sisters', 'grandfather', 'own_children', 'grandmother', 'family_friend', 'adoptive_mother', 'small_family', 'own_parents', 'children', 'parents', 'brother', 'father', 'other_family_members', 'grandma', 'youngest_child', 'household', 'real_mother', 'caretaker', 'relatives', 'sister', 'parent']"
16,vacation,"['visit', 'vacation', 'accommodation']","['florida', 'vermont', 'jamaica', 'south_carolina', 'disney_world', 'camping_trip', 'staying', 'toronto', 'minnesota', 'uni', 'the_week', 'a_weekend', 'another_week', 'pittsburgh', 'business_trip', 'korea', 'puerto_rico', 'london', 'cruise', 'boarding_school', 'summer_vacation', 'australia', 'mexico', 'boston', 'thanksgiving', 'bahamas', 'a_few_weeks', 'ohio', 'brisbane', 'business_trips', 'summer_camp', 'job_offer', 'a_few_days', 'melbourne', 'whole_summer', 'christmas', 'babysit', 'weekend', 'spring_break', 'overseas', 'buisness_trip', 'the_weekend', 'camping', 'idaho', 'spain', 'dubai', 'uk', 'long_weekend', 'long_vacation', 'colorado', 'holiday', 'family_reunion', 'utah', 'upstate', 'new_jersey', 'la', 'enroll', 'honeymoon', 'visit', 'this_summer', 'this_weekend', 'school_trip', 'little_vacation', 'accommodation', 'vacationing', 'trip', 'san_diego', 'home_town', 'holidays', 'nyc', 'switzerland', 'vacation', 'vacations', 'visited', 'us', 'road_trip', 'states', 'manchester', 'family_trip', 'chicago', 'a_couple_of_weeks', 'grandmas', 'a_couple_of_days', 'hawaii', 'new_job', 'abroad', 'barbados', 'business_meeting', 'family_vacation', 'brighton', 'visiting', 'hometown', 'tour']"
17,crime,"['assassination', 'crime', 'arrest']","['jurisdiction', 'liable', 'motive', 'hostages', 'own_people', 'harassment', 'spy', 'informant', 'victim', 'jailed', 'associates', 'test_subject', 'targeted', 'traitors', 'agency', 'is', 'claims', 'arson', 'murderer', 'testimony', 'assassinated', 'burglary', 'commission', 'authorities', 'terrorists', 'kidnap', 'assassins', 'terrorism', 'eliminate', 'witnesses', 'killing', 'arresting', 'murdering', 'fbi', 'execution', 'senate', 'domestic_violence', 'committed', 'sexual_harassment', 'police_force', 'criminals', 'targeting', 'assault', 'accomplices', 'suspect', 'organization', 'serial_killer', 'darkhunters', 'thievery', 'test_subjects', 'crime', 'ransom', 'hitler', 'death_penalty', 'blackmailer', 'law', 'criminal', 'law_enforcement', 'higher_ups', 'convicted', 'defendant', 'prosecution', 'trespassing', 'theft', 'military', 'terrorist', 'fraud', 'attempted_murder', 'imprison', 'investigation', 'prosecuted', 'fugitive', 'murder', 'adultery', 'vandalism', 'investigations', 'exile', 'assassinate', 'governor', 'murderers', 'investigators', 'justice', 'accomplice', 'abduction', 'trial', 'council', 'committing', 'allegedly', 'sentenced', 'investigating', 'death_sentence', 'executed', 'bribery', 'employed', 'witness', 'mafia', 'mercenary', 'killings', 'murders', 'arrest', 'child_abuse', 'warrant', 'authorized', 'traitor', 'dirty_work', 'sexual_assault', 'blackmail', 'shield', 'prostitution', 'assassination', 'kidnapping', 'crimes', 'government', 'treason', 'apprehended', 'testify', 'robbery', 'suspects', 'enough_evidence', 'arrested', 'homicide', 'felony', 'mastermind', 'innocent_man', 'police', 'apprehend', 'politician', 'bureau', 'spies', 'mass_murder', 'thieves', 'liability', 'associate', 'cabal', 'conspiracy', 'manslaughter', 'raid', 'reporting', 'tyrant', 'police_department', 'policy', 'officials', 'offender', 'convict', 'civilian', 'killers', 'association']"
18,attractive,"['sassy', 'attractive', 'masculine']","['pretty', 'loveable', 'preppy', 'unattractive', 'stylish', 'perverted', 'arrogant', 'sassy', 'flirty', 'good_looking', 'likable', 'straightforward', 'mysterious', 'sexy', 'seductive', 'modest', 'very_good_looking', 'geeky', 'intelligent', 'talkative', 'conceited', 'masculine', 'athletic', 'vain', 'dreamy', 'provocative', 'macho', 'undeniably', 'cocky', 'endearing', 'likeable', 'dorky', 'handsome', 'cute', 'quirky', 'fashionable', 'boyish', 'intriguing', 'flamboyant', 'attractive', 'flirtatious', 'observant', 'muscly', 'expressive', 'humorous', 'sarcastic', 'conservative', 'outspoken', 'intimidating', 'charismatic', 'really_good_looking', 'distracting', 'irresistible', 'sophisticated', 'feminine', 'badass', 'sporty', 'great_body', 'perky', 'witty', 'girlish', 'daring', 'devious', 'adorable', 'manly', 'mature', 'scrawny', 'edgy', 'charming', 'alluring', 'feisty', 'friendly', 'approachable', 'stereotypical', 'cheeky', 'looking', 'nerdy', 'flattering', 'great_personality', 'lovable', 'bossy']"
19,masculine,"['arrogance', 'masculine', 'hormone']","['meek', 'masculine', 'cockiness', 'sensual', 'youthful', 'cunning', 'wildness', 'hormone', 'deceptive', 'bearing', 'rugged', 'friendliness', 'possessiveness', 'admirable', 'unmistakable', 'animalistic', 'inhuman', 'superiority', 'compelling', 'elegance', 'frightening', 'undeniably', 'smugness', 'gruff', 'aggression', 'intelligence', 'malice', 'haughty', 'enormously', 'predatory', 'distinctive', 'expressive', 'dominant', 'femininity', 'disposition', 'enticing', 'menace', 'feral', 'fierce', 'gentleness', 'primal', 'alluring', 'sinful', 'attractiveness', 'endearing', 'intimidating', 'menacing', 'malicious', 'desirable', 'charisma', 'potent', 'underlying', 'masculinity', 'callous', 'stature', 'arrogance', 'fierceness', 'mockery', 'testosterone', 'sophistication', 'primitive', 'seduction', 'appeal', 'feminine', 'sex_appeal', 'exuded', 'physique']"
20,prison,"['restrain', 'prison', 'torture']","['resort', 'freed', 'victim', 'subdue', 'asylum', 'imprisonment', 'very_thing', 'imprisoned', 'punishment', 'prisoner', 'free', 'certain_death', 'abuse', 'restrain', 'killing', 'slavery', 'dungeon', 'execution', 'confinement', 'suffering', 'assault', 'wrath', 'isolation', 'last_resort', 'threats', 'suffer', 'escape', 'prison_cell', 'fight', 'tormented', 'murder', 'release', 'prisoners', 'onslaught', 'exile', 'endured', 'trial', 'cells', 'sentenced', 'revolt', 'death_sentence', 'executed', 'restrained', 'rampage', 'kill', 'prison', 'clutches', 'risk', 'hell', 'torturing', 'undead', 'insanity', 'resistance', 'hostage', 'prisons', 'torture', 'slaughter', 'condemned', 'bloodshed', 'captivity', 'demise', 'death', 'rebellion', 'whipping', 'subjected', 'strigoi', 'survive', 'endure', 'struggle', 'torment', 'captive', 'captors', 'misery', 'demon', 'failure', 'succeeded', 'freedom', 'vengeance', 'prevent', 'madness', 'tortured']"
21,health,"['dehydrated', 'health', 'medicine']","['dosage', 'recovery', 'nurse', 'system', 'cancer', 'antidepressants', 'surgeries', 'cured', 'operation', 'medications', 'medication', 'tests', 'antibiotics', 'pain_meds', 'enough_blood', 'drug', 'affects', 'flu', 'therapy', 'administered', 'ambrosia', 'blood_loss', 'replenish', 'poisoning', 'minor_injuries', 'prescribed', 'dehydration', 'pain_medicine', 'suffering', 'prescriptions', 'supply', 'illnesses', 'starvation', 'chemo', 'medicine', 'diagnosis', 'thirst', 'dehydrated', 'patients', 'pills', 'healing', 'fever', 'curing', 'vitamins', 'nursed', 'cramps', 'symptom', 'painkillers', 'injection', 'blood_pressure', 'surgery', 'seizures', 'medical_attention', 'caffeine', 'condition', 'serum', 'blood_tests', 'symptoms', 'illness', 'prescription', 'allergies', 'overdose', 'insomnia', 'stress', 'injury', 'anesthetic', 'blood_test', 'bed_rest', 'anesthesia', 'withdrawal', 'food_poisoning', 'nourishment', 'donor', 'healthy', 'health', 'counseling', 'treatments', 'epidural', 'more_energy', 'pneumonia', 'pain_killers', 'blood_transfusion', 'serious_injuries', 'pains', 'head_injury', 'dose', 'swelling', 'side_effects', 'sedatives', 'cravings', 'treatment', 'painkiller', 'brain_damage', 'diet', 'first_aid', 'meds', 'formula', 'medically', 'medicines', 'side_effect', 'pain_medication', 'pregnancy', 'infection', 'injuries', 'chemotherapy', 'bacteria', 'consumption', 'morning_sickness', 'diseases', 'morphine', 'radiation', 'infections', 'diabetes', 'doctors', 'sustenance', 'procedure', 'patient', 'injections', 'mental_state', 'effects', 'testing', 'feeding', 'pregnant_woman', 'headaches', 'antidote', 'remedy', 'scans', 'nutrients', 'healer', 'immune_system', 'vampire_blood', 'disease', 'trauma', 'sickness', 'sedative', 'transplant', 'addiction', 'labor', 'therapy_sessions', 'fluids', 'tumor', 'doses', 'elixir', 'cures', 'prescribe', 'transfusion', 'nutrition', 'labour', 'migraines', 'cure', 'alzheimer', 'asthma', 'psychiatrist', 'doctor', 'bone_marrow']"
22,pride,"['admiration', 'pride', 'conviction']","['dislike', 'loathing', 'eagerness', 'resentment', 'loyalty', 'disdain', 'friendliness', 'certainty', 'bravado', 'animosity', 'superiority', 'sincerity', 'gratitude', 'fondness', 'hatred', 'ignorance', 'aggression', 'betrayal', 'malice', 'adoration', 'conviction', 'innocence', 'distrust', 'admiration', 'menace', 'bitterness', 'gentleness', 'wisdom', 'contempt', 'indifference', 'elation', 'empathy', 'protectiveness', 'boldness', 'defiance', 'optimism', 'insecurity', 'vulnerability', 'tenderness', 'reverence', 'longing', 'pride', 'determination', 'devotion', 'scorn', 'hostility', 'humility', 'compassion', 'bravery', 'arrogance', 'mockery', 'fierceness', 'expectation', 'kindness', 'uncertainty']"
23,dispute,"['petition', 'dispute', 'complaint']","['harassment', 'declaration', 'inquiries', 'partnership', 'dispute', 'obligation', 'compromise', 'colleagues', 'advising', 'associates', 'lawsuit', 'warnings', 'claims', 'communications', 'superiors', 'pledge', 'testimony', 'commission', 'punishment', 'employment', 'violation', 'consent', 'interference', 'execution', 'senate', 'participation', 'ownership', 'punishments', 'household', 'demands', 'disobedience', 'instruction', 'refusal', 'obligations', 'annulment', 'speculation', 'insistence', 'discretion', 'higher_ups', 'merits', 'campaign', 'investigation', 'jury', 'opposition', 'services', 'demand', 'council', 'trial', 'objections', 'institution', 'death_sentence', 'reports', 'petition', 'bribes', 'findings', 'necessity', 'advisors', 'principles', 'authorized', 'complaints', 'authorization', 'accusations', 'negotiations', 'counsel', 'conditions', 'treaty', 'contracts', 'administration', 'affairs', 'statements', 'objection', 'regards', 'admission', 'employer', 'protocol', 'conduct', 'school_board', 'negotiation', 'such_information', 'interrogation', 'solicitor', 'policy', 'complaint', 'report', 'benefit', 'compensation', 'contract', 'association']"
24,nervousness,"['terror', 'nervousness', 'embarrassment']","['eagerness', 'impatience', 'agitation', 'resentment', 'pure_fear', 'sudden_fear', 'embarrasment', 'redness', 'despair', 'indignation', 'fury', 'uneasiness', 'rage', 'dread', 'outrage', 'jealously', 'curiousity', 'revulsion', 'fright', 'bewilderment', 'anger', 'confusion', 'sadness', 'panic', 'trepidation', 'giddiness', 'disappointment', 'humiliation', 'nervousness', 'embarrassment', 'elation', 'discomfort', 'pure_terror', 'horror', 'anguish', 'jealousy', 'desperation', 'anticipation', 'weariness', 'guilt', 'irritation', 'unease', 'terror', 'apprehension', 'exhilaration', 'anxiousness', 'anxiety', 'embarassment', 'hysteria', 'slight_fear', 'excitement', 'shyness', 'uncertainty', 'shock', 'wariness', 'fear', 'mortification']"
