,categories,seedwords,words
10,cheerfulness,"['awed', 'heartfelt', 'cheerful']","['touching', 'rambunctious', 'gallant', 'dignified', 'sarcastic', 'understated', 'endearingly', 'introspective', 'blithe', 'wry', 'girlish', 'worldly', 'cheery', 'demure', 'jovial', 'stoic', 'serene', 'wistful', 'sensual', 'chipper', 'gracious', 'awed', 'cheerful', 'brusque', 'joyous', 'empathetic', 'dour', 'uninhibited', 'charming', 'playful', 'humble', 'seductive', 'exuberant', 'imperious', 'histrionic', 'jolly', 'bombastic', 'demonstrative', 'affectionate', 'cheerfulness', 'easygoing', 'mournful', 'gentle', 'beguiling', 'diffident', 'flirtatious', 'mischievous', 'rueful', 'reverent', 'joyful', 'heartfelt', 'boastful', 'introverted', 'guileless', 'humorless', 'soothing', 'dutiful', 'lighthearted', 'moody', 'courtly', 'selfless', 'unfailingly', 'contemplative', 'endearing', 'ingratiating', 'solemn', 'childlike', 'sly', 'effervescent', 'inspiring', 'unsentimental', 'reverential', 'sardonic', 'unpretentious', 'uplifting', 'impetuous', 'folksy', 'decorous', 'chatty', 'droll', 'soulful', 'quizzical', 'unassuming']"
11,aggression,"['cockiness', 'infuriate', 'violent']","['violent', 'moralistic', 'incoherent', 'vicious', 'vengeful', 'uncaring', 'bloody', 'unrelenting', 'horrifying', 'ruthless', 'habitual', 'gruesome', 'extreme', 'cunning', 'unruly', 'deranged', 'deadly', 'antisocial', 'threatening', 'strident', 'unnatural', 'cynical', 'comical', 'terrifying', 'outbursts', 'menace', 'brutal', 'reckless', 'ferocious', 'manipulative', 'suicidal', 'bigoted', 'contemptible', 'humiliating', 'physical_violence', 'brutish', 'abusive', 'cowardly', 'callous', 'intolerant', 'menacing', 'barbaric', 'confrontational', 'repressive', 'heartless', 'venal', 'nasty', 'hateful', 'impulsive', 'inhuman', 'childish', 'bellicose', 'petty', 'dictatorial', 'subversive', 'destructive', 'blatant', 'incendiary', 'irrational', 'infuriating', 'racists', 'farcical', 'infuriate', 'disdainful', 'dangerous', 'sadistic', 'brazen', 'savagery', 'aggression', 'inflammatory', 'venomous', 'viciousness', 'degrading', 'malicious', 'promiscuous', 'pathological', 'hurtful', 'paranoid', 'random_violence', 'bullies', 'monstrous', 'vile', 'cruel', 'lethal', 'tyrannical', 'murderous', 'oppressive', 'defiant', 'submissive', 'nonviolent', 'perverse', 'shrill', 'xenophobic', 'bullying', 'overtly', 'frightening', 'obstinate', 'indiscriminate', 'obnoxious', 'merciless', 'repressed', 'savage', 'overt', 'delusional', 'insidious', 'repulsive', 'uncontrollable', 'victimization', 'ineffectual', 'authoritarian', 'senseless', 'belligerent', 'horrific', 'viciously', 'depraved', 'vindictive', 'despicable', 'cockiness']"
12,occupation,"['detective', 'producer', 'executive']","['executive_producer', 'michael_ovitz', 'mr_jensen', 'walt_disney_studios', 'recruiter', 'mr_daly', 'international_creative_management', 'mr_obrien', 'the_creative_artists_agency', 'officer', 'mr_logan', 'mr_elliott', 'mr_chase', 'occupation', 'mr_oreilly', 'mr_russell', 'production_company', 'mr_scott', 'executive', 'miramax_films', 'mr_price', 'peter_guber', 'mogul', 'sony_pictures_entertainment', 'producer', 'paramount_pictures', 'distributor', 'publicist', '20th_century_fox', 'detective', 'mr_montgomery', 'advertising_agency', 'copywriter', 'abc_entertainment', 'william_morris_agency', 'harvey_weinstein', 'television_producer', 'barry_diller', 'creative_artists_agency']"
13,envy,"['discontent', 'vindictive', 'ambition']","['insecurity', 'yearning', 'pragmatism', 'envy', 'bravado', 'impatience', 'zeal', 'disillusionment', 'arrogance', 'dislike', 'resentment', 'ambivalence', 'resentments', 'ardor', 'loathing', 'cynicism', 'passivity', 'inertia', 'opportunism', 'distrust', 'revulsion', 'antipathy', 'hubris', 'indifference', 'defensiveness', 'irrelevance', 'disaffection', 'reticence', 'insularity', 'disenchantment', 'assertiveness', 'restlessness', 'aloofness', 'personal_ambition', 'apathy', 'fervor', 'ambition', 'discontent', 'ambitions', 'timidity', 'moral_outrage', 'distaste', 'divisiveness', 'idealism', 'naivete', 'vindictive', 'passions', 'alienation']"
14,anticipation,"['unsettle', 'feverishly', 'yearn']","['frightens', 'fret', 'yearning', 'envy', 'romanticize', 'confound', 'anticipation', 'yearned', 'feverishly', 'terrify', 'recoil', 'yearnings', 'inspire', 'mock', 'captivate', 'lament', 'thrill', 'idealize', 'delight', 'tempt', 'despair', 'yearn', 'pine', 'forsake', 'sneer', 'profess', 'revel', 'excite', 'adore', 'enchant', 'mistrust', 'harbor', 'loathe', 'dreamers', 'abhor', 'dread', 'wince', 'distrust', 'cherish', 'preoccupy', 'marvel', 'shudder', 'brood', 'craving', 'betray', 'rediscover', 'crave', 'trouble', 'detest', 'revere', 'inspires', 'flirt', 'exalt', 'long', 'torment', 'awaken', 'disdain', 'agitate', 'reckon', 'startle', 'despise', 'cling', 'idealists', 'longing', 'unsettle', 'relish', 'bemoan', 'astonish', 'fascinate', 'wallow', 'aspire', 'flaunt', 'rebel', 'desert', 'rejoice']"
15,family,"['mom', 'nephew', 'grandparent']","['father', 'evelyn', '8yearold_son', 'little_brother', 'denise', 'andrea', 'oldest_son', 'victor', 'younger_siblings', 'sandy', 'donna', 'alex', 'heather', 'only_child', '11yearold_son', 'motherinlaw', 'ken', 'katie', 'best_friend', 'brother', 'older_brother', 'nextdoor_neighbor', 'jamie', 'cynthia', 'christina', 'melissa', 'girlfriend', 'nina', 'kevin', 'own_daughter', 'stephanie', 'daughterinlaw', 'sara', 'new_wife', 'grandparent', 'sisterinlaw', 'older_sister', 'aunt', 'oldest_daughter', '10yearold_son', 'nicole', 'fiancee', 'luis', 'karen', '2yearold_son', 'grandmother', 'younger_sister', 'linda', 'erin', 'jessica', 'husband', 'older_son', 'uncle', 'boyfriend', '3yearold_son', 'nephew', 'sue', 'family', 'dad', 'inlaws', 'mom', 'gina', 'juan', 'aunts', 'natalie', 'uncles', 'young_son', 'fiancu00e9e', 'exwife', 'youngest_son', 'cindy', '3yearold_daughter', 'sister', 'michelle', 'cousin', 'younger_brother', 'ian', 'stepmother', 'tim', 'kathy', 'mother', 'own_son', 'paula', 'niece']"
16,vacation,"['summer', 'hiking', 'cruise']","['fishing_trips', 'waikiki', 'slopes', 'vacation', 'treks', 'family_vacation', 'disney_world', 'resorts', 'crosscountry_skiing', 'rock_climbing', 'appalachian_trail', 'picnics', 'maui', 'high_season', 'excursions', 'camping', 'seashore', 'ski_area', 'ice_skating', 'windsurfing', 'cruise_ships', 'summer_weekends', 'hikers', 'jaunt', 'ski_slopes', 'biking', 'summer', 'surfing', 'the_big_island', 'skiers', 'a_weekend', 'kayaking', 'halfday', 'fishing', 'qe2', 'canoes', 'kauai', 'campground', 'oahu', 'hike', 'outfitter', 'scuba_diving', 'kayak', 'outdoor_activities', 'sledding', 'cancun', 'back_country', 'hikes', 'mountain_biking', 'cruises', 'boat_ride', 'trout_fishing', 'sightseeing', 'hiking', 'trekking', 'the_summer_season', 'snowshoeing', 'canoeing', 'sailing', 'bus_tours', 'vacations', 'backpacking', 'lodge', 'snorkeling', 'canoe', 'trek', 'day_trip', 'boating', 'water_sports', 'rides', 'resort', 'long_weekend', 'swim', 'boat_trip', 'molokai', 'bicycling', 'the_grand_canyon', 'horseback_riding', 'excursion', 'swimming', 'rafting', 'cruise', 'beach', 'day_trips', 'ski', 'skiing', 'vacationers', 'kayaks']"
17,crime,"['detective', 'accuse', 'criminally']","['prosecuting', 'john_j_gotti', 'highprofile_case', 'turncoat', 'maliciously', 'cop', 'serial_killer', 'alton_h_maddox_jr', 'informer', 'perpetrator', 'haitian_immigrant', 'innocent_man', 'gang_member', 'accusing', 'only_crime', 'ms_warmus', 'undercover_detective', 'indicting', 'mr_jenoff', 'psychopath', 'gambino', 'star_witness', 'gravano', 'false_testimony', 'murderer', 'gambino_crime_family', 'confessing', 'rapist', 'gambino_family', 'criminal_past', 'conspirators', 'murder_case', 'stalker', 'criminal', 'alleged', 'ringleader', 'entrap', 'implicate', 'mr_faison', 'drug_dealer', 'private_detective', 'underboss', 'accusers', 'mr_slavin', 'former_friend', 'federal_agent', 'private_investigator', 'mr_persico', 'abner_louima', 'former_police_officer', 'rodney_king', 'mark_fuhrman', 'wrong_person', 'paul_castellano', 'mobsters', 'allegedly', 'subordinate', 'coconspirators', 'wrong_man', 'exonerate', 'accused', 'petty', 'john_gottis', 'crime', 'con_man', 'liar', 'felon', 'real_killer', 'mobster', 'accuses', 'prostitute', 'only_witness', 'personal_vendetta', 'accomplice', 'john_gotti', 'hit_man', 'thomas_wiese', 'accuser', 'suspecting', 'vendetta', 'undercover_work', 'reputed', 'key_witness', 'thief', 'accuse', 'murder', 'pedophile', 'detective', 'serial_rapist', 'chief_witness', 'false_charges', 'tawana_brawley', 'salvatore_gravano', 'defense_lawyer', 'criminally', 'fellow_officers', 'mob', 'accomplices', 'coconspirator', 'mr_kornberg', 'incriminating', 'policeman', 'smear_campaign', 'lawenforcement_authorities', 'informant', 'bodyguard', 'lying', 'undercover', 'fellow_officer', 'mafia', 'government_agents', 'coverup', 'mr_gravano', 'police_detective', 'entrapped', 'implicating', 'witch_hunt', 'fbi_agent', 'klansman', 'louima', 'alibi', 'swindler', 'mr_seagal', 'gotti', 'murder_investigation', 'mr_gotti', 'former_girlfriend']"
18,attractive,"['alluring', 'cute', 'attractively']","['finicky', 'watchable', 'gimmicky', 'saccharine', 'risque', 'naughty', 'hokey', 'photogenic', 'pushy', 'amusing', 'marvelous', 'wacky', 'demure', 'comical', 'glamorous', 'clever', 'manly', 'sensual', 'spooky', 'adorable', 'cartoonish', 'whimsical', 'likable', 'voluptuous', 'macho', 'goofy', 'sexy', 'gauche', 'childish', 'funny', 'hip', 'carefree', 'charming', 'quirky', 'playful', 'ingenuous', 'seductive', 'trashy', 'tacky', 'decadent', 'pleasurable', 'cheesy', 'weird', 'fastidious', 'vulgar', 'cuddly', 'feminine', 'alluring', 'beguiling', 'lovable', 'attractive', 'flirtatious', 'fabulous', 'mischievous', 'garish', 'homely', 'fussy', 'soothing', 'stuffy', 'bawdy', 'irritating', 'comforting', 'lighthearted', 'gorgeous', 'lifelike', 'creepy', 'endearing', 'tasteful', 'intimidating', 'wholesome', 'cloying', 'childlike', 'dopey', 'sentimental', 'cute', 'corny', 'annoyingly', 'obnoxious', 'pretty', 'outlandish', 'showy', 'campy', 'pretentious', 'droll', 'attractively', 'racy', 'uninteresting', 'dowdy', 'enchanting']"
19,masculine,"['alluring', 'cockiness', 'attractively']","['sensuous', 'touching', 'engaging', 'cartoonish', 'formulaic', 'ethereal', 'endearing', 'dazzling', 'understated', 'contrived', 'cliched', 'ingratiating', 'cloying', 'exasperating', 'childlike', 'inspired', 'gimmicky', 'otherworldly', 'saccharine', 'alluring', 'freakish', 'thrilling', 'sentimental', 'exalted', 'beguiling', 'intoxicating', 'monotonous', 'artful', 'jarring', 'fanciful', 'goofy', 'wondrous', 'captivating', 'outlandish', 'disorienting', 'invigorating', 'exhilarating', 'hokey', 'baffling', 'ponderous', 'mischievous', 'uplifting', 'photogenic', 'showy', 'prosaic', 'comical', 'pretentious', 'inscrutable', 'daring', 'seductive', 'soothing', 'facile', 'attractively', 'maddening', 'purposeful', 'masculine', 'elemental', 'sublime', 'pleasurable', 'affectation', 'mesmerizing', 'comforting', 'sensual', 'lifelike', 'lighthearted', 'cockiness', 'ostentatious']"
20,prison,"['gatekeeper', 'chain', 'kill']","['kill', 'chain', 'prison', 'gatekeeper']"
21,health,"['influenza', 'allergy', 'clinic']","['hospital_staff', 'liver_disease', 'breast_cancer_patients', 'strep_throat', 'many_patients', 'kidney_transplants', 'bone_marrow_transplant', 'epilepsy', 'leprosy', 'bone_marrow_transplants', 'cancer_patients', 'transplant_surgery', 'several_patients', 'chickenpox', 'hiv_virus', 'angina', 'few_patients', 'bacterial_infections', 'newborns', 'aids_patient', 'human_immunodeficiency_virus', 'experimental_drug', 'other_illnesses', 'other_treatments', 'health_workers', 'migraine_headaches', 'spinal_cord_injuries', 'diagnosing', 'blood_transfusions', 'asthma', 'injections', 'most_patients', 'radiation_therapy', 'tetanus', 'meningitis', 'brain_tumors', 'new_treatment', 'lupus', 'other_ailments', 'tb', 'chronic_disease', 'sedative', 'oncologists', 'surgical_procedures', 'syphilis', 'antibiotics', 'infected_patients', 'standard_treatment', 'clinic', 'transfusions', 'infections', 'organ_transplants', 'serious_side_effects', 'other_doctors', 'other_medications', 'hiv', 'heart_patients', 'chronic_pain', 'cystic_fibrosis', 'colds', 'vaccinations', 'chlamydia', 'ulcers', 'birth_defects', 'liver_transplants', 'nevirapine', 'cardiologists', 'medication', 'kidney_disease', 'lung', 'antibiotic', 'chronic_fatigue_syndrome', 'infectious_diseases', 'blood_transfusion', 'premature_infants', 'such_patients', 'hospital_patients', 'encephalitis', 'methadone', 'kidney_failure', 'inhalation_anthrax', 'health', 'dialysis', 'hepatitis_c', 'healthy_people', 'measles', 'hysterectomy', 'chicken_pox', 'whooping_cough', 'lyme_disease', 'sufferers', 'sloankettering', 'screening_test', 'aids_patients', 'thalidomide', 'young_patients', 'cervical_cancer', 'ear_infections', 'thyroid', 'high_fever', 'infection', 'melanoma', 'diagnostic_tests', 'experimental_treatment', 'penicillin', 'heart_problems', 'high_doses', 'arthritis', 'allergies', 'dr_cohen', 'vaccination', 'tuberculosis', 'fibroids', 'rabies', 'rheumatoid_arthritis', 'hepatitis', 'thyroid_cancer', 'glaucoma', 'biopsies', 'diabetics', 'sickle_cell_anemia', 'multiple_sclerosis', 'hypertension', 'hepatitis_b', 'influenza', 'cancer_treatment', 'blood_tests', 'fevers', 'hiv_infection', 'herpes', 'infected_person', 'diarrhea', 'colorectal_cancer', 'sleep_apnea', 'general_anesthesia', 'anemia', 'heart_attack_victims', 'sexually_transmitted_diseases', 'bacterial_infection', 'infectious_disease', 'migraines', 'sexually_transmitted_disease', 'elderly_patients', 'emergency_room_doctors', 'gonorrhea', 'anesthesia', 'psoriasis', 'acquired_immune_deficiency_syndrome', 'hemophilia', 'highest_risk', 'other_diseases', 'transfusion', 'allergy', 'other_patients', 'chemotherapy', 'kidney_problems', 'chest_pain', 'infertility']"
22,pride,"['integrity', 'happiness', 'heroism']","['dignity', 'expediency', 'good_manners', 'faith', 'religious_faith', 'selfishness', 'sincerity', 'humility', 'selflessness', 'selfcontrol', 'universality', 'ideals', 'integrity', 'bravery', 'constancy', 'humanity', 'devotion', 'persistence', 'selfrespect', 'piety', 'happiness', 'righteousness', 'candor', 'tenacity', 'own_sense', 'perseverance', 'benevolence', 'selfknowledge', 'fortitude', 'modesty', 'morality', 'selfsacrifice', 'greater_good', 'compassion', 'sanity', 'intellect', 'courage', 'fidelity', 'altruism', 'honesty', 'nobility', 'heroism', 'reverence', 'rightness', 'civility', 'good_deeds', 'individuality', 'pride', 'sanctity', 'professionalism', 'idealism', 'fair_play', 'decency', 'liberty', 'empathy', 'human_spirit']"
23,dispute,"['protest', 'controversial', 'adamantly']","['widespread_criticism', 'protest', 'student_protests', 'gay_groups', 'adamantly', 'uproar', 'criticism', 'demonstrations', 'ire', 'public_protest', 'public_protests', 'rallying_point', 'firestorm', 'protests', 'boycotts', 'dispute', 'protesting', 'civil_rights_groups', 'street_protests', 'condemnation', 'civil_disobedience', 'outcry', 'vociferous', 'controversy', 'sharp_criticism', 'dissent', 'harsh_criticism', 'boycott', 'furor', 'abortion_opponents', 'public_outcry', 'opposition', 'controversial', 'antiabortion_groups']"
24,nervousness,"['unsettle', 'weariness', 'uneasiness']","['insecurity', 'anxiety', 'helplessness', 'recrimination', 'impatience', 'exasperation', 'edginess', 'imminence', 'puzzlement', 'pessimism', 'disillusionment', 'strong_feelings', 'ambivalence', 'resentments', 'antagonism', 'perplexity', 'uneasiness', 'discouragement', 'loathing', 'anxieties', 'discord', 'cynicism', 'elation', 'mistrust', 'rancor', 'distrust', 'weariness', 'hesitancy', 'revulsion', 'bewilderment', 'unease', 'selfdoubt', 'defensiveness', 'undercurrent', 'unhappiness', 'bitterness', 'bafflement', 'disaffection', 'reticence', 'disenchantment', 'restlessness', 'indignation', 'inevitability', 'fatalism', 'agitation', 'apathy', 'growing_sense', 'powerlessness', 'strong_emotions', 'discontent', 'wariness', 'disillusion', 'unsettle', 'timidity', 'indecision', 'apprehension', 'irritation', 'nervousness', 'disquiet']"
25,government,"['sector', 'negotiation', 'agency']","['imf', 'consolidation', 'structural_changes', 'the_clinton_administration', 'regulatory_system', 'new_funds', 'private_business', 'many_companies', 'corporation', 'military_industry', 'local_government', 'privatization', 'securities_industry', 'reorganizing', 'private_sector', 'the_finance_ministry', 'agency', 'capital_markets', 'individual_countries', 'mexican_government', 'joint_ventures', 'new_policies', 'whole_industry', 'lending', 'private_companies', 'government_agencies', 'japanese_government', 'mergers', 'fdic', 'public_sector', 'strategic_plan', 'such_deals', 'sectors', 'european_governments', 'industry', 'distribution_system', 'financial_institutions', 'bank_board', 'restructuring', 'regulatory_agency', 'regulatory_agencies', 'government_agency', 'health_care_industry', 'review_process', 'american_business', 'regulatory', 'banking_industry', 'airline_industry', 'calpers', 'longterm', 'sector', 'security_issues', 'utility_industry', 'financial_services_industry', 'negotiation', 'new_agency', 'selfregulation', 'central_government', 'oversight', 'gatt', 'governments', 'management', 'companies', 'individual_companies', 'many_agencies', 'single_company', 'longterm_strategy', 'such_plans', 'budget_constraints', 'administration', 'empire', 'financial_institution', 'top_management', 'longterm_plan', 'ntt', 'decision_making', 'most_companies', 'contingency', 'government', 'senior_management', 'private_industry', 'enterprises', 'trade_group', 'planning_process', 'financing', 'reorganization', 'policy', 'telecommunications_industry', 'financial_services', 'ge_capital', 'agencies', 'rebuilding_effort', 'federal_agency', 'prudential', 'financial_industry', 'state_enterprises', 'entity', 'business', 'internally', 'military_contractors', 'contingencies', 'procurement', 'existing_system', 'energy_industry', 'monitoring', 'insurance_industry', 'staffing', 'world_trade', 'national_governments']"
26,weakness,"['shaky', 'weariness', 'soften']","['hardened', 'sour', 'hardening', 'weakness', 'cloud', 'shaky', 'diffuse', 'harden', 'softened', 'clouded', 'deepen', 'temper', 'softens', 'dissipated', 'flare', 'soothe', 'waver', 'deflate', 'faltering', 'blunted', 'dampen', 'dull', 'strain', 'tempering', 'diminished', 'weariness', 'chastened', 'resolute', 'sudden_change', 'muted', 'falter', 'blunt', 'dampened', 'unnerve', 'dulled', 'strained', 'softening', 'ebbing', 'dissipate', 'stiffened', 'unsteady', 'wobbly', 'sapped', 'fray', 'frayed', 'fraying', 'fracture', 'wane', 'wavering', 'subside', 'mute', 'soften', 'indecision', 'undercut', 'jolt', 'clouding']"
