,categories,seedwords,words
10,cheerfulness,['awed'],"['titillated', 'dazzled', 'delighting', 'mesmerized', 'entranced', 'envious', 'marvels', 'tantalized', 'reveling', 'exorcised', 'relished', 'captivated', 'daunted', 'consoled', 'envy', 'reveled', 'thrilling', 'awe', 'cheerfulness', 'beguiled', 'marveled', 'amazed', 'fleeting', 'overjoyed', 'impresses', 'astounded', 'marvel', 'bemused', 'disconcerted', 'wowed', 'enthralled', 'charmed', 'humbled', 'nonplussed', 'smitten', 'enlightened', 'awestruck', 'uplifted', 'thrilled', 'admiring', 'raved', 'delighted', 'flummoxed', 'inspiring', 'revel', 'dumbfounded', 'fancied', 'surprising', 'personified', 'stunning', 'astonished', 'enraptured', 'exhilarated', 'enamored', 'flaunted', 'captivate', 'recollected', 'marveling', 'amused', 'adoration', 'impressed', 'transfixed', 'bewildered', 'awed', 'fascinated', 'exuded', 'admire', 'astonish', 'upstaged', 'flattered', 'admired', 'enchanted', 'hypnotized', 'envied', 'idolized', 'endeared', 'impressing']"
11,aggression,['cockiness'],"['equanimity', 'humility', 'such_confidence', 'inexperience', 'levity', 'resourcefulness', 'aloofness', 'own_lack', 'youthful_exuberance', 'weariness', 'fatalism', 'selfdeprecation', 'relentlessness', 'edginess', 'star_quality', 'defensiveness', 'exuberance', 'brilliance', 'smarts', 'nastiness', 'selfassurance', 'great_talent', 'stubbornness', 'quiet_confidence', 'diffidence', 'histrionics', 'bluntness', 'resilience', 'killer_instinct', 'elusiveness', 'shyness', 'spunk', 'mean_streak', 'selfimportance', 'stridency', 'coolness', 'tinge', 'doggedness', 'mental_toughness', 'moxie', 'immaturity', 'singlemindedness', 'selfpity', 'cockiness', 'fearlessness', 'tentativeness', 'sneer', 'politeness', 'ferocity', 'dullness', 'amiability', 'dejection', 'assertiveness', 'toughness', 'stoicism', 'vague_sense', 'steadiness', 'affability', 'competitive_spirit', 'petulance', 'sarcasm', 'unselfishness', 'arrogance', 'incredulity', 'feistiness', 'impulsiveness', 'nonchalance', 'fortitude', 'street_smarts', 'trash_talk', 'crankiness', 'poise', 'certitude', 'aggression', 'selfconfidence', 'decisiveness', 'fierceness', 'overconfidence', 'swagger', 'explosiveness', 'athleticism', 'nau00efvetu00e9', 'invincibility', 'good_humor', 'resiliency', 'negativity', 'charisma', 'exuded', 'brute_strength', 'smugness', 'awkwardness', 'aggressiveness', 'cunning', 'gamesmanship', 'selfdoubt', 'wistfulness', 'utter_lack', 'insolence', 'bluster', 'guile', 'tenacity', 'befuddlement', 'calmness', 'ebullience', 'brashness', 'more_emotion', 'combativeness', 'shrewdness', 'bravado', 'exuding', 'impatience', 'inner_strength', 'naivete', 'fumbling']"
12,occupation,['detective'],"['mr_slavin', 'mr_vasquez', 'sergeant', 'private_eye', 'convict', 'mobster', 'mr_gravano', 'mr_kaye', 'murder_case', 'mr_reyes', 'only_witness', 'fellow_officer', 'police_detectives', 'rapist', 'policewoman', 'drug_dealer', 'assistant_district_attorney', 'investigator', 'gang_leader', 'secret_service_agent', 'police_investigators', 'mr_blake', 'robber', 'mr_griffith', 'suspect', 'homeless_man', 'constable', 'serial_killer', 'mr_everett', 'cop', 'occupation', 'informant', 'killer', 'mr_cunanan', 'thief', 'mr_fahy', 'mr_grimes', 'undercover_detective', 'prostitute', 'sheriff', 'dino', 'mr_gotti', 'trooper', 'policeman', 'detectives', 'informer', 'second_man', 'police_detective', 'young_black_man', 'accomplice', 'private_investigator', 'mr_lloyd', 'mark_fuhrman', 'serial_rapist', 'drug_deal', 'burglar', 'stalker', 'mr_royster', 'stakeout', 'federal_agent', 'mrs_silverman', 'mr_busch', 'john_gotti', 'assailant', 'bank_robbery', 'drifter', 'mr_faison', 'other_man', 'new_york_city_police_officer', 'ms_warmus', 'gotti', 'police_captain', 'detective', 'former_boyfriend', 'wrong_man', 'fbi_agent', 'murder_investigation', 'murderer', 'other_officer', 'the_los_angeles_police_department', 'police_officer', 'undercover', 'criminal_past', 'hit_man', 'arresting_officer', 'kidnapper', 'mr_stuart', 'private_detective', 'prosecutor', 'homicide_detective', 'gang_member', 'patrolman', 'murder_suspect', 'police_lieutenant', 'police_sergeant', 'officer_brown']"
13,envy,['discontent'],"['cynicism', 'frustration', 'animosity', 'social_unrest', 'antagonism', 'wariness', 'apathy', 'dissatisfaction', 'rumblings', 'antiamerican_sentiment', 'hostility', 'deep_concern', 'growing_sense', 'bitterness', 'discouragement', 'uneasiness', 'discontent', 'resentment', 'divisiveness', 'anger', 'disaffection', 'envy', 'disquiet', 'apprehension', 'new_mood', 'unease', 'deep_divisions', 'public_anger', 'antiamericanism', 'pessimism', 'indignation', 'deep_resentment', 'popular_discontent', 'growing_frustration', 'grumbling', 'unhappiness', 'discord', 'distrust', 'dissension', 'insecurity', 'bitter_feelings', 'resentments', 'impatience', 'disenchantment', 'mistrust', 'rancor', 'disillusionment']"
14,anticipation,['unsettle'],"['irritate', 'overshadow', 'upend', 'impel', 'bedevil', 'reawaken', 'kindle', 'reignite', 'marginalize', 'cloud', 'rouse', 'fragment', 'destabilize', 'diffuse', 'arouses', 'taint', 'provoke', 'rankle', 'jar', 'inflame', 'unnerve', 'overwhelm', 'tarnish', 'deepen', 'blunted', 'frighten', 'temper', 'dispelled', 'mute', 'outrage', 'anger', 'jolt', 'terrify', 'arouse', 'unsettling', 'alarm', 'devolve', 'engulf', 'hint', 'lull', 'swamp', 'deflate', 'embolden', 'trouble', 'stoke', 'recoil', 'radicalize', 'banish', 'sour', 'confound', 'preoccupy', 'enrage', 'squelch', 'paralyze', 'sully', 'blind', 'unsettle', 'crystallize', 'inflaming', 'erupt', 'stampede', 'agitate', 'engender', 'unnerving', 'foretell', 'anticipation', 'implode', 'incite', 'roil', 'fracture', 'infuriate', 'foment', 'repress', 'unleash']"
15,family,['mom'],"['mom', 'own_kids', 'joe', 'sal', 'nicole', 'kids', 'other_kids', 'boyfriend', 'little_kids', 'chris', 'other_girls', 'bob', 'kid', 'grandpa', 'buddies', 'al', 'tim', 'shrink', 'girlfriend', 'steve', 'sweetheart', 'grandkids', 'phil', 'little_brother', 'mama', 'dan', 'camper', 'sam', 'whole_family', 'ed', 'joey', 'honey', 'andy', 'jeff', 'nanny', 'little_boy', 'ricky', 'ken', 'new_baby', 'own_children', 'little_sister', 'puppy', 'candy_store', 'grandma', 'matt', 'daddy', 'greg', 'grandmother', 'baby_sitter', 'me', 'dave', 'jimmy', 'buddy', 'donna', 'larry', 'family', 'whole_life', 'richie', 'little_kid', 'baby', 'mike', 'best_friend', 'dad', 'lou', 'andre', 'mother', 'kevin', '11yearold_son', 'moms', 'mommy', 'tom', 'grocery_store']"
16,vacation,['summer'],"['the_winter_months', 'memorial_day_weekend', 'long_weekend', 'holiday_weekend', 'christmas_holidays', 'autumn', 'early_fall', 'summer_vacations', 'midsummer', 'holidays', 'warm_weather', 'spring', 'labor_day', 'growing_season', 'late_spring', 'the_summer', 'the_summer_months', 'winter', 'summers', 'late_summer', 'the_summer_season', 'the_spring', 'winters', 'this_winter', 'vacation', 'summer', 'late_fall', 'midwinter', 'fall', 'early_spring', 'weekend', 'summer_vacation', 'dog_days']"
17,crime,['detective'],"['mr_slavin', 'parolee', 'mr_vasquez', 'sergeant', 'private_eye', 'psychopath', 'convict', 'girlfriend', 'pimp', 'mobster', 'eyewitness', 'internal_affairs', 'mr_gravano', 'mr_kaye', 'murder_case', 'mr_santiago', 'mr_reyes', 'police_official', 'murder_scene', 'only_witness', 'fellow_officer', 'police_detectives', 'mr_leary', 'rapist', 'policewoman', 'drug_dealer', 'assistant_district_attorney', 'kinsey_millhone', 'carjacking', 'investigator', 'former_girlfriend', 'mr_garner', 'miss_brawley', 'rape_victim', 'gang_leader', 'secret_service_agent', 'mr_combs', 'coworker', 'police_investigators', 'mr_blake', 'robber', 'mr_griffith', 'female_officer', 'suspect', 'homeless_man', 'law_enforcement_official', 'newark_police', 'constable', 'serial_killer', 'exgirlfriend', 'police_investigator', 'officer_robinson', 'mr_everett', 'cop', 'mr_persico', 'bodyguard', 'informant', 'killer', 'mr_cunanan', 'thief', 'mr_fahy', 'third_man', 'mr_grimes', 'undercover_detective', 'dead_man', 'prostitute', 'sheriff', 'chief_borrelli', 'dino', 'mr_gotti', 'trooper', 'policeman', 'mr_dahmer', 'murder_weapon', 'detectives', 'informer', 'second_man', 'exconvict', 'police_detective', 'mr_tyson', 'young_black_man', 'accomplice', 'homicide', 'private_investigator', 'mr_lloyd', 'mark_fuhrman', 'serial_rapist', 'drug_deal', 'burglar', 'stalker', 'jogger', 'mr_royster', 'bystander', 'stakeout', 'federal_agent', 'mrs_silverman', 'mr_busch', 'defense_lawyer', 'john_gotti', 'crime', 'assailant', 'bank_robbery', 'drifter', 'mr_faison', 'gangster', 'other_man', 'new_york_city_police_officer', 'ms_warmus', 'gotti', 'police_captain', 'spenser', 'detective', 'scotland_yard', 'attacker', 'former_boyfriend', 'state_trooper', 'wrong_man', 'getaway_car', 'fbi_agent', 'holdup', 'murder_investigation', 'murderer', 'other_officer', 'the_los_angeles_police_department', 'police_officer', 'undercover', 'criminal_past', 'cellmate', 'hit_man', 'mr_kimes', 'mr_bailey', 'arresting_officer', 'mr_rodriguez', 'homicide_detectives', 'kidnapper', 'mr_stuart', 'lawenforcement_official', 'private_detective', 'undercover_work', 'real_killer', 'cabdriver', 'prosecutor', 'mr_seagal', 'con_man', 'homicide_detective', 'gang_member', 'mr_shepard', 'patrolman', 'murder_suspect', 'police_lieutenant', 'police_sergeant', 'capone', 'officer_brown', 'second_officer', 'mr_esposito']"
18,attractive,['alluring'],"['adventurous', 'mischievous', 'cartoonish', 'invigorating', 'alluring', 'endearing', 'audacious', 'artful', 'disorienting', 'gimmicky', 'comforting', 'magical', 'exotic', 'captivating', 'mesmerizing', 'hedonistic', 'tantalizing', 'inspired', 'mundane', 'hermetic', 'thrilling', 'ethereal', 'ponderous', 'seductive', 'otherworldly', 'daring', 'cliched', 'irresistible', 'inventive', 'absorbing', 'soothing', 'inscrutable', 'whimsical', 'idiosyncratic', 'wondrous', 'uninteresting', 'humdrum', 'sublime', 'fussy', 'creepy', 'freakish', 'saccharine', 'lifelike', 'garish', 'touching', 'watchable', 'attractive', 'glamorous', 'spooky', 'cloying', 'pleasurable', 'fanciful', 'sensual', 'pleasing', 'sensuous', 'irritating', 'wholesome', 'appealing', 'unappealing', 'tasteful', 'ingenious', 'stimulating', 'enchanting', 'decorous', 'dazzling', 'refined', 'photogenic', 'outlandish', 'engrossing', 'beguiling', 'jarring', 'banal', 'pretentious', 'quirky', 'delightful', 'imaginative', 'exalted', 'formulaic', 'stylized', 'engaging', 'enticing', 'naturalistic', 'prosaic', 'showy', 'offbeat', 'voluptuous', 'ostentatious']"
19,masculine,['alluring'],"['seductive', 'adventurous', 'cartoonish', 'ingenious', 'invigorating', 'stimulating', 'alluring', 'endearing', 'enchanting', 'artful', 'touching', 'disorienting', 'glamorous', 'gimmicky', 'cloying', 'comforting', 'dazzling', 'refined', 'pleasurable', 'magical', 'photogenic', 'exotic', 'daring', 'outlandish', 'fanciful', 'captivating', 'beguiling', 'mesmerizing', 'irresistible', 'jarring', 'pretentious', 'sensual', 'quirky', 'inventive', 'delightful', 'pleasing', 'sensuous', 'imaginative', 'tantalizing', 'soothing', 'irritating', 'inspired', 'exalted', 'formulaic', 'whimsical', 'idiosyncratic', 'mundane', 'stylized', 'voluptuous', 'wondrous', 'uninteresting', 'hermetic', 'sublime', 'wholesome', 'fussy', 'appealing', 'thrilling', 'unappealing', 'engaging', 'enticing', 'masculine', 'ethereal', 'naturalistic', 'prosaic', 'showy', 'lifelike', 'absorbing']"
20,prison,['gatekeeper'],"['prison', 'gatekeeper']"
21,health,['influenza'],"['inhalation_anthrax', 'sufferers', 'cholera', 'creutzfeldtjakob_disease', 'tetanus', 'asthma', 'influenza_virus', 'bacterial_infection', 'hantavirus', 'herpes', 'dysentery', 'flu_virus', 'hypertension', 'cancers', 'other_health_problems', 'lyme_disease', 'hepatitis_a', 'autoimmune_disease', 'malnutrition', 'new_disease', 'chronic_fatigue_syndrome', 'epidemics', 'liver_failure', 'adverse_reactions', 'bacterial', 'other_diseases', 'coronary_heart_disease', 'coronary_artery_disease', 'lupus', 'colorectal_cancer', 'other_ailments', 'chlamydia', 'highest_risk', 'treatable', 'infections', 'skin_cancer', 'influenza', 'diseases', 'typhoid', 'hiv_infections', 'ebola', 'new_virus', 'such_diseases', 'ah5n1', 'sars', 'respiratory_illness', 'smallpox', 'infectious_diseases', 'infectious_disease', 'syphilis', 'serious_complications', 'human_cases', 'gonorrhea', 'infected_people', 'psoriasis', 'disease', 'west_nile_virus', 'colds', 'food_poisoning', 'other_cancers', 'pertussis', 'vaccination', 'liver_disease', 'hiv_virus', 'other_symptoms', 'yellow_fever', 'new_strain', 'bacterial_infections', 'rheumatoid_arthritis', 'cytomegalovirus', 'penicillin', 'west_nile', 'aids_infection', 'viral_infections', 'bird_flu', 'malaria', 'avian_influenza', 'acquired_immune_deficiency_syndrome', 'hemophilia', 'strep_throat', 'unknown_reasons', 'hepatitis', 'borne_disease', 'human_immunodeficiency_virus', 'e_coli', 'eczema', 'melanoma', 'anemia', 'leprosy', 'sickle_cell_anemia', 'asthma_attacks', 'dengue_fever', 'respiratory_disease', 'sepsis', 'increased_risk', 'transfusions', 'chronic_disease', 'ulcers', 'rabies', 'birth_defects', 'encephalitis', 'other_viruses', 'other_infections', 'brain_tumors', 'cervical_cancer', 'creutzfeldtjakob', 'ebola_virus', 'sarcoma', 'diphtheria', 'tb', 'mumps', 'thyroid_cancer', 'whooping_cough', 'high_incidence', 'hiv_infection', 'measles', 'pandemic', 'st_louis_encephalitis', 'cirrhosis', 'outbreaks', 'rubella', 'heart_attacks', 'diarrhea', 'serious_side_effects', 'kaposi', 'hepatitis_c', 'hiv', 'vaccinia', 'ear_infections', 'infection', 'serious_health_problems', 'sars_virus', 'kaposis', 'common_cold', 'blood_transfusions', 'hepatitis_b_virus', 'tuberculosis', 'monkeypox', 'cystic_fibrosis', 'meningitis', 'other_illnesses', 'liver_damage', 'hepatitis_b', 'chickenpox', 'fevers', 'fatal_disease', 'health', 'bubonic_plague', 'infected_patients']"
22,pride,['integrity'],"['trustworthiness', 'decency', 'greater_good', 'good_judgment', 'prudence', 'ethics', 'soundness', 'evenhandedness', 'legitimacy', 'judiciary', 'public_trust', 'credibility', 'sincerity', 'individual_rights', 'integrity', 'loyalty', 'fair_play', 'respect', 'core_values', 'zeal', 'professionalism', 'national_interest', 'accountability', 'objectivity', 'truthfulness', 'fortitude', 'honesty', 'pride', 'moral_authority', 'intellect', 'public_interest', 'highest_standards', 'collegiality', 'civility', 'impartiality', 'probity', 'tenacity', 'conduct', 'fairness', 'personal_integrity', 'competence', 'dignity', 'human_dignity', 'sanctity', 'transparency', 'public_confidence', 'reasonableness', 'good_name', 'propriety', 'candor', 'public_good']"
23,dispute,['protest'],"['rallies', 'disturbances', 'nationwide_strike', 'rally', 'civil_disobedience', 'other_protesters', 'protestors', 'student_protesters', 'outcry', 'hunger_strike', 'public_outcry', 'street_protests', 'angry_protests', 'howls', 'denouncing', 'petition_drive', 'mass_demonstrations', 'death_threats', 'mass_arrests', 'opposition', 'oneday_strike', 'sharp_criticism', 'demonstrators', 'strikers', 'widespread_criticism', 'sitin', 'protested', 'outrage', 'tear_gas', 'dispute', 'marchers', 'peaceful_protest', 'sitins', 'public_protests', 'mass_protests', 'uproar', 'protests', 'protesting', 'protesters', 'picketing', 'protest_march', 'revolt', 'firestorm', 'marches', 'march', 'student_demonstrators', 'violent_protests', 'hunger_strikes', 'student_protests', 'protest_marches', 'united_for_peace_and_justice', 'strong_protests', 'demonstrations', 'street_demonstrations', 'riot_policemen', 'kwangju', 'general_strike', 'denunciations', 'public_demonstrations', 'boycott', 'violent_demonstrations', 'demonstration', 'boycotts', 'public_protest', 'pickets', 'defiance', 'riot_police', 'protest', 'protest_rally', 'police_action', 'widespread_protests', 'student_leaders']"
24,nervousness,['unsettle'],"['irritate', 'overshadow', 'upend', 'impel', 'bedevil', 'reawaken', 'kindle', 'reignite', 'marginalize', 'cloud', 'rouse', 'destabilize', 'diffuse', 'taint', 'provoke', 'jar', 'inflame', 'unnerve', 'overwhelm', 'deepen', 'frighten', 'temper', 'nervousness', 'mute', 'outrage', 'anger', 'jolt', 'terrify', 'arouse', 'unsettling', 'alarm', 'engulf', 'hint', 'lull', 'deflate', 'embolden', 'trouble', 'stoke', 'recoil', 'radicalize', 'banish', 'sour', 'confound', 'preoccupy', 'enrage', 'squelch', 'paralyze', 'unsettle', 'crystallize', 'inflaming', 'agitate', 'engender', 'implode', 'incite', 'roil', 'fracture', 'infuriate', 'repress', 'unleash']"
25,government,['sector'],"['financial_sector', 'outsourcing', 'energy_sector', 'future_growth', 'american_investors', 'weak_economy', 'laggards', 'us_market', 'technology_sector', 'individual_companies', 'japanese_banks', 'earnings_growth', 'share_prices', 'tech_stocks', 'individual_investors', 'technology_companies', 'fixedincome_securities', 'real_estate_markets', 'emerging_markets', 'housing_market', 'american_economy', 'consumer_spending', 'world_markets', 'service_sector', 'electronics_industry', 'business_confidence', 'service_industries', 'global_market', 'bank_lending', 'corporate_sector', 'economic_fundamentals', 'american_markets', 'diversification', 'american_business', 'economy', 'securities_markets', 'home_market', 'business_activity', 'us_economy', 'mutual_fund_industry', 'manufacturing', 'economic_conditions', 'japanese_economy', 'stock_markets', 'value_stocks', 'larger_companies', 'rapid_growth', 'american_industry', 'slow_growth', 'telecommunications_industry', 'markets', 'economic_activity', 'industry', 'valuations', 'economic_environment', 'technology_stocks', 'banking_industry', 'new_economy', 'initial_public_offerings', 'overall_economy', 'equity_market', 'smaller_companies', 'downturns', 'market', 'stocks', 'business_spending', 'sectors', 'global_economy', 'manufacturing_sector', 'hedge_funds', 'hotel_industry', 'government', 'business_cycle', 'international_markets', 'bond_funds', 'cyclical_stocks', 'stock_market', 'industrial_sector', 'small_stocks', 'financial_services', 'capital_markets', 'financial_stocks', 'global_markets', 'overall_market', 'other_sectors', 'equities', 'most_companies', 'cyclicals', 'old_economy', 'real_economy', 'many_industries', 'excess_capacity', 'capital_investment', 'regional_economy', 'growth_stocks', 'financial_industry', 'downturn', 'strong_growth', 'equity_markets', 'corporate_profits', 'sector', 'financial_services_industry', 'junk_bond_market', 'bank_stocks', 'other_industries', 'national_economy', 'lending', 'bull_market', 'labor_market', 'overseas_markets', 'commercial_real_estate', 'industrial_companies', 'growth_prospects', 'smallcap_stocks']"
26,weakness,['shaky'],"['listless', 'sluggish', 'shaky', 'wobbly', 'mend', 'lackadaisical', 'feeble', 'precarious', 'volatile', 'weak', 'disorganized', 'anemic', 'weakness', 'rudderless', 'unfocused', 'robust', 'upbeat', 'jittery', 'poised', 'unsettled', 'lethargic', 'lackluster', 'resilient', 'tenuous', 'erratic', 'dismal', 'dicey', 'strained', 'tentative', 'indecisive', 'faltering', 'fragile', 'unsteady', 'buoyant', 'bleak', 'gloomy', 'fatigued']"
27,horror,['stunned'],"['horror', 'embarrassed', 'bewildered', 'infuriated', 'delighted', 'perplexed', 'incensed', 'stunned', 'dismayed', 'mystified', 'unnerved', 'angered', 'stung', 'jubilant', 'enraged', 'rejoiced', 'appalled', 'disheartened', 'shaken', 'flabbergasted', 'baffled', 'distressed', 'startled', 'surprised', 'outraged', 'astonished', 'elated', 'alarmed', 'shocked', 'blindsided', 'heartened', 'jolted', 'horrified']"
28,swearing_terms,['hell'],"['mad', 'swearing_terms', 'yall', 'damn_thing', 'crazy', 'damned', 'gonna', 'god', 'ai', 'd', 'somebody', 'next_thing', 'hell', 'daddy', 'heaven', 'me', 'terrible_thing', 'like', 'hey']"
29,leisure,['outdoor'],"['retractable', 'billiard', 'shuffleboard', 'private_baths', 'saunas', 'continental_cuisine', 'staterooms', 'exercise_room', 'recreational', 'outdoor', 'indoor', 'amphitheater', 'business_center', 'leisure', 'adjacent', 'tennis_courts', 'indoor_swimming_pool', 'octagonal', 'heated_pool', 'indoor_pool', '18hole_golf_course', 'fitness_center', 'rinks', 'equestrian', 'running_track', 'indoor_and_outdoor_pools', '18hole', 'retractable_dome', 'amenities', 'outdoor_pools', 'water_sports', 'spa', 'outdoor_pool', 'jacuzzis', 'themed']"
30,suffering,['torturous'],"['numbing', 'suffering', 'torturous', 'joyless', 'invigorating', 'winded', 'unbearably', 'tiring', 'exhausting', 'strenuous', 'monotonous', 'pleasurable', 'eventful', 'blissful', 'hypnotic', 'languid', 'forced', 'excruciating', 'certain_moments', 'consoling', 'gut', 'tortuous', 'grating', 'maddening', 'hurried', 'nightmarish', 'cathartic', 'dreadfully', 'exhilarating', 'excruciatingly', 'aimless', 'carefree', 'hellish', 'awkward', 'grueling', 'suffocating', 'interminable', 'relaxing', 'unnervingly', 'restful', 'offhand', 'superhuman', 'lightheaded', 'flighty', 'fidgety', 'thrilling', 'exasperating', 'controlled', 'wondrously', 'untidy', 'wearying', 'unnerving', 'attenuated', 'freakish', 'frightful', 'turgid', 'psychically', 'heartbreaking', 'horrid', 'overdid', 'fade', 'tediously']"
